k,l,r,r_effective,partitions,initial_cost,final_cost,time,lloyd_time,num effective lloyd iters,seed,cost_history,iter_times,n_centroids_history,workers,l_over_k
500,1000,5,5,64,596485.7947103594,573017.9434506558,50.79767870903015,25.056019067764282,9,46,"[596485.7947103594, 582492.6117900799, 578847.1243516951, 577028.3220090801, 575872.6729693378, 575094.6002130301, 574450.8080420641, 573895.7209278202, 573421.446054304]","[14.857040166854858, 1.3221156597137451, 1.2295308113098145, 1.2062673568725586, 1.2269282341003418, 1.182574987411499, 1.4821276664733887, 1.2171947956085205, 1.215618371963501]","[876, 1773, 2746, 3753, 4762]",8,2
500,1000,5,5,64,597128.4628685773,574227.634447591,49.33749294281006,23.549301624298096,8,47,"[597128.4628685773, 582748.3627633608, 579236.6644771941, 577554.4989148742, 576495.2838114811, 575779.8260460293, 575259.6075583897, 574706.9650245978]","[14.676494598388672, 1.2036998271942139, 1.2294480800628662, 1.2625987529754639, 1.2554752826690674, 1.303027868270874, 1.2812838554382324, 1.2387478351593018]","[849, 1632, 2627, 3636, 4653]",8,2
500,1000,5,5,64,597494.8208861944,570307.9669901682,59.024271965026855,32.23853325843811,15,48,"[597494.8208861944, 583178.9216120642, 579630.3835923402, 577752.0078753106, 576412.0473078102, 575314.889999694, 574679.3299563376, 574188.1309013978, 573715.1462126136, 573221.9656368763, 572777.288000373, 572220.9655603304, 571256.5975147833, 570743.517324297, 570491.7816174497]","[14.98304009437561, 1.2617290019989014, 1.230393409729004, 1.2098698616027832, 1.218644618988037, 1.1775197982788086, 1.1954758167266846, 1.5400235652923584, 1.2087481021881104, 1.179347038269043, 1.1638679504394531, 1.1870205402374268, 1.1907401084899902, 1.1532952785491943, 1.2132506370544434]","[921, 1799, 2806, 3790, 4834]",8,2
500,1000,5,5,64,598969.495631792,570894.2594045952,54.22824835777283,29.00778865814209,13,49,"[598969.495631792, 585522.9992444669, 581593.5917799341, 579317.106653163, 577559.4161767464, 576095.1094278451, 574831.4001889749, 573806.0665330187, 573074.3640510677, 572449.0901239335, 571764.89887548, 571324.6974337642, 571069.541903816]","[14.973702192306519, 1.0864787101745605, 1.0669054985046387, 1.0746691226959229, 1.107011079788208, 1.2372539043426514, 1.2271437644958496, 1.214341402053833, 1.1860764026641846, 1.1624212265014648, 1.18536376953125, 1.1775119304656982, 1.1961946487426758]","[869, 1657, 2647, 3589, 4582]",8,2
500,1000,5,5,64,596957.079086817,571820.2678043586,49.090516567230225,23.914570569992065,9,50,"[596957.079086817, 582580.6977623033, 578799.57440398, 576559.9571986691, 575137.6326823971, 574129.9415926371, 573367.3448528142, 572723.4736147213, 572212.9003751631]","[14.25718069076538, 1.164252758026123, 1.1316487789154053, 1.2081336975097656, 1.1370329856872559, 1.1905653476715088, 1.1890027523040771, 1.1866099834442139, 1.2028536796569824]","[844, 1634, 2576, 3574, 4574]",8,2
500,1000,5,5,64,599035.7872133648,569734.2875876103,56.67611336708069,31.46729850769043,14,51,"[599035.7872133648, 585049.9836200506, 580521.184886794, 577829.5749809624, 576202.4556716294, 574612.9946592085, 573166.942812657, 572193.2917830865, 571612.7482594749, 571177.5491872173, 570825.5208664441, 570507.0336152896, 570234.0070025689, 569946.2376392039]","[14.736928462982178, 1.2255160808563232, 1.2344460487365723, 1.316129207611084, 1.3025333881378174, 1.3040001392364502, 1.2757723331451416, 1.2644026279449463, 1.2955360412597656, 1.271646499633789, 1.2803826332092285, 1.270064353942871, 1.2697906494140625, 1.2538294792175293]","[871, 1662, 2694, 3644, 4652]",8,2
500,5000,5,5,64,575985.0097327415,572458.5875051895,84.884286403656,19.208723783493042,5,42,"[575985.0097327415, 574582.0349443923, 573598.392093133, 573085.0024007935, 572716.4627236568]","[14.322720527648926, 1.149933099746704, 1.1823828220367432, 1.2661731243133545, 1.2261512279510498]","[3893, 8636, 13624, 18604, 23692]",8,10
500,5000,5,5,64,573255.1552397951,570866.3670846869,77.64083170890808,15.974305152893066,3,43,"[573255.1552397951, 571950.3541416615, 571356.6893773731]","[13.629548788070679, 1.1236708164215088, 1.1789073944091797]","[3971, 8737, 13697, 18570, 23640]",8,10
500,5000,5,5,64,572501.4474088793,569768.3114430509,77.77083134651184,16.378755569458008,3,44,"[572501.4474088793, 571147.4823944774, 570324.8197592903]","[13.916733980178833, 1.1881747245788574, 1.2124040126800537]","[3954, 8359, 13279, 18245, 23138]",8,10
500,5000,5,5,64,576373.8517129582,573791.3127953622,82.34445142745972,17.933124542236328,4,45,"[576373.8517129582, 575150.6020090817, 574566.665850118, 574036.0539993305]","[14.489412784576416, 1.119899034500122, 1.1206367015838623, 1.1395642757415771]","[4097, 8841, 13846, 18881, 23952]",8,10
