artifact,method,k,l,r,l_over_k,partitions,sampling,run,seed,r_effective,cost_seed,cost_final,n_lloyd_iters,time_seed,time_fit,failed
fig51,kmeans||,33,33,8,1,64,exact,7,49,8,1240834.4289756054,1192112.1662398758,12,7.431924104690552,6.999645709991455,False
fig51,kmeans||,33,33,8,1,64,exact,8,50,8,1211304.494177628,1191940.0199578262,17,6.869829416275024,11.521003723144531,False
fig51,kmeans||,33,33,8,1,64,exact,9,51,8,1175233.9247140775,1161694.4495266594,8,6.862941741943359,4.7526843547821045,False
fig51,kmeans||,33,33,8,1,64,exact,10,52,8,1243423.7408783778,1222388.873667358,9,7.521798610687256,5.38732385635376,False
fig51,kmeans||,33,33,9,1,64,exact,0,42,9,1140015.3702541501,1127862.5828201617,23,8.560248851776123,18.716514825820923,False
fig51,kmeans||,33,33,9,1,64,exact,1,43,9,1155430.9059603245,1137608.7354336488,25,8.427832841873169,20.830706119537354,False
fig51,kmeans||,33,33,9,1,64,exact,2,44,9,1247058.7931517763,1212771.383042815,20,8.93431806564331,15.740798711776733,False
fig51,kmeans||,33,33,9,1,64,exact,3,45,9,1249726.055395698,1198867.141027638,9,9.43520736694336,4.504103899002075,False
fig51,kmeans||,33,33,9,1,64,exact,4,46,9,1156940.376418502,1143430.0044285655,53,8.264170169830322,80.60267663002014,False
fig51,kmeans||,33,33,9,1,64,exact,5,47,9,1150667.0804653484,1132670.1673192424,18,8.748425722122192,11.86896300315857,False
fig51,kmeans||,33,33,9,1,64,exact,6,48,9,1104375.6288222077,1090079.3724829173,9,7.823103666305542,6.158918857574463,False
fig51,kmeans||,33,33,9,1,64,exact,7,49,9,1179123.2361376453,1160374.8092794768,11,9.009250402450562,6.055193185806274,False
fig51,kmeans||,33,33,9,1,64,exact,8,50,9,1159068.6892262436,1136629.1474993073,56,9.15959620475769,93.53939604759216,False
fig51,kmeans||,33,33,9,1,64,exact,9,51,9,1152526.9510502138,1142443.908643423,15,8.62240481376648,7.409473657608032,False
fig51,kmeans||,33,33,9,1,64,exact,10,52,9,1161087.5327975426,1152648.2687466766,8,9.188299417495728,4.36295747756958,False
fig51,kmeans||,33,33,10,1,64,exact,0,42,10,1171140.7153876566,1166243.2230140795,9,10.046136379241943,2.8423984050750732,False
fig51,kmeans||,33,33,10,1,64,exact,1,43,10,1150750.3347796462,1139744.0287391446,18,9.551195621490479,12.67262053489685,False
fig51,kmeans||,33,33,10,1,64,exact,2,44,10,1155786.3334241514,1125824.2106184878,25,9.268996477127075,20.564449548721313,False
fig51,kmeans||,33,33,10,1,64,exact,3,45,10,1178113.0847475065,1164908.1624743037,8,9.768375396728516,4.442927837371826,False
fig51,kmeans||,33,33,10,1,64,exact,4,46,10,1180968.2456717463,1161559.556845359,22,9.214507579803467,16.482755661010742,False
fig51,kmeans||,33,33,10,1,64,exact,5,47,10,1195188.2910431726,1185961.0107135095,16,8.835782766342163,9.656734704971313,False
fig51,kmeans||,33,33,10,1,64,exact,6,48,10,1105072.4913863812,1096318.646896226,17,9.486416578292847,10.92845606803894,False
fig51,kmeans||,33,33,10,1,64,exact,7,49,10,1192965.2232865116,1177829.402580156,17,9.213534355163574,11.34326958656311,False
fig51,kmeans||,33,33,10,1,64,exact,8,50,10,1190551.199301588,1175938.1923963083,20,10.069792747497559,14.83698296546936,False
fig51,kmeans||,33,33,10,1,64,exact,9,51,10,1119948.731992331,1104352.753178625,7,9.93389368057251,4.58366584777832,False
fig51,kmeans||,33,33,10,1,64,exact,10,52,10,1160442.236836879,1151193.2180366,42,9.873552083969116,49.763455390930176,False
fig51,kmeans||,33,66,1,2,64,exact,0,42,1,2721662.546727392,1903193.5925048261,57,2.6535019874572754,88.08117723464966,False
fig51,kmeans||,33,66,1,2,64,exact,1,43,1,3331551.7872524867,1621300.4627918066,36,2.557539463043213,38.282195806503296,False
fig51,kmeans||,33,66,1,2,64,exact,2,44,1,2246862.414597157,1873327.8616157966,29,3.8127641677856445,23.22670602798462,False
fig51,kmeans||,33,66,1,2,64,exact,3,45,1,2164826.2818524805,1575166.0171293071,30,2.902822971343994,31.11395764350891,False
fig51,kmeans||,33,66,1,2,64,exact,4,46,1,3536577.0817181617,2488056.591143474,17,3.5811455249786377,8.741453647613525,False
fig51,kmeans||,33,66,1,2,64,exact,5,47,1,2697251.613841241,1635402.7375661565,51,2.610565423965454,72.61086654663086,False
fig51,kmeans||,33,66,1,2,64,exact,6,48,1,4452136.944356959,2599378.606766823,32,2.673996925354004,29.32951283454895,False
fig51,kmeans||,33,66,1,2,64,exact,7,49,1,3374623.5991245606,2463791.1657488956,21,3.0127835273742676,14.59222936630249,False
fig51,kmeans||,33,66,1,2,64,exact,8,50,1,2953081.931139496,1765122.8423121967,23,2.514420986175537,15.30016279220581,False
fig51,kmeans||,33,66,1,2,64,exact,9,51,1,2559554.1921624863,1703754.250487125,33,2.6050267219543457,30.72780132293701,False
fig51,kmeans||,33,66,1,2,64,exact,10,52,1,2582586.99131156,1539239.0584504916,76,2.392554521560669,165.20647549629211,False
fig51,kmeans||,33,66,2,2,64,exact,0,42,2,1285374.369618156,1196602.3843845373,22,3.0470731258392334,17.981144666671753,False
fig51,kmeans||,33,66,2,2,64,exact,1,43,2,1206275.5521009865,1079234.9162216946,27,3.29237699508667,24.37622904777527,False
fig51,kmeans||,33,66,2,2,64,exact,2,44,2,1182416.8250852786,1094234.4334259126,9,3.384373426437378,2.5825531482696533,False
fig51,kmeans||,33,66,2,2,64,exact,3,45,2,1178634.3527298174,1130895.025155466,10,3.1615309715270996,5.56101393699646,False
fig51,kmeans||,33,66,2,2,64,exact,4,46,2,1266031.5289989957,1108189.6348092658,34,2.8438315391540527,32.651841163635254,False
fig51,kmeans||,33,66,2,2,64,exact,5,47,2,1190602.6104946658,1090579.7370953423,9,2.96886944770813,3.203522205352783,False
fig51,kmeans||,33,66,2,2,64,exact,6,48,2,1285125.410912798,1128738.5356504826,19,3.1115455627441406,13.247901201248169,False
fig51,kmeans||,33,66,2,2,64,exact,7,49,2,1302925.325494076,1111962.8528195089,9,2.9281601905822754,3.005842685699463,False
fig51,kmeans||,33,66,2,2,64,exact,8,50,2,1256693.649727542,1107169.8014020878,10,2.8891661167144775,3.8433408737182617,False
fig51,kmeans||,33,66,2,2,64,exact,9,51,2,1279418.9294660701,1182415.757304963,10,2.6179187297821045,3.128838062286377,False
fig51,kmeans||,33,66,2,2,64,exact,10,52,2,1279398.4283802276,1180528.1501917024,18,3.3829612731933594,10.13481616973877,False
fig51,kmeans||,33,66,3,2,64,exact,0,42,3,1180418.7887899824,1122858.727336613,9,3.7151546478271484,4.745975971221924,False
fig51,kmeans||,33,66,3,2,64,exact,1,43,3,1175274.9325173027,1136043.5964393662,18,3.6659281253814697,10.109935760498047,False
fig51,kmeans||,33,66,3,2,64,exact,2,44,3,1160649.1827738916,1119163.1912688697,51,3.8698301315307617,72.66478991508484,False
fig51,kmeans||,33,66,3,2,64,exact,3,45,3,1161039.385115953,1139980.1958704402,13,3.7239112854003906,5.838723659515381,False
fig51,kmeans||,33,66,3,2,64,exact,4,46,3,1168182.9566452235,1143290.0751801503,19,3.54470157623291,14.26510763168335,False
fig51,kmeans||,33,66,3,2,64,exact,5,47,3,1163118.9075944186,1135760.3169248705,9,3.4624788761138916,2.698936939239502,False
fig51,kmeans||,33,66,3,2,64,exact,6,48,3,1174023.4990137413,1130321.8493181167,9,5.091235160827637,5.0770978927612305,False
fig51,kmeans||,33,66,3,2,64,exact,7,49,3,1167260.7943042603,1136331.5263284035,22,4.170400142669678,15.068192720413208,False
fig51,kmeans||,33,66,3,2,64,exact,8,50,3,1124917.7490617097,1088770.1474235663,9,3.9154231548309326,3.4279775619506836,False
fig51,kmeans||,33,66,3,2,64,exact,9,51,3,1191794.511092773,1145321.9608564572,22,3.4414355754852295,14.53757905960083,False
fig51,kmeans||,33,66,3,2,64,exact,10,52,3,1158698.6361622708,1129931.9241985162,12,3.5180294513702393,4.965322017669678,False
fig51,kmeans||,33,66,4,2,64,exact,0,42,4,1205372.238184767,1169181.0957067239,31,3.80179762840271,30.119174480438232,False
fig51,kmeans||,33,66,4,2,64,exact,1,43,4,1266430.2552101335,1251770.6633029096,15,4.312995195388794,10.217024803161621,False
fig51,kmeans||,33,66,4,2,64,exact,2,44,4,1156969.978999356,1132597.669554334,9,4.273155212402344,2.529228687286377,False
fig51,kmeans||,33,66,4,2,64,exact,3,45,4,1088855.092884338,1080109.0836587907,11,3.7084758281707764,6.07257866859436,False
fig51,kmeans||,33,66,4,2,64,exact,4,46,4,1152652.6786398548,1135508.770112435,15,4.290950536727905,9.873802661895752,False
fig51,kmeans||,33,66,4,2,64,exact,5,47,4,1183240.9045294027,1148687.100740512,21,3.9581491947174072,15.071882963180542,False
fig51,kmeans||,33,66,4,2,64,exact,6,48,4,1206625.7170372184,1185334.556837751,41,3.5464653968811035,50.80199432373047,False
fig51,kmeans||,33,66,4,2,64,exact,7,49,4,1201924.7213464815,1175193.7018308032,59,3.9848532676696777,107.38323879241943,False
fig51,kmeans||,33,66,4,2,64,exact,8,50,4,1122802.2240074764,1099074.7674349798,10,4.10860538482666,5.0754313468933105,False
fig51,kmeans||,33,66,4,2,64,exact,9,51,4,1141644.407487452,1127122.6537190962,10,5.78180718421936,3.9107675552368164,False
fig51,kmeans||,33,66,4,2,64,exact,10,52,4,1163242.3163723142,1142814.6684537204,20,3.7084758281707764,14.629857063293457,False
fig51,kmeans||,33,66,5,2,64,exact,0,42,5,1198690.106896627,1184819.8384559173,19,5.015345096588135,11.532247066497803,False
fig51,kmeans||,33,66,5,2,64,exact,1,43,5,1160943.6851399022,1146155.610725843,17,4.803402662277222,11.527803421020508,False
fig51,kmeans||,33,66,5,2,64,exact,2,44,5,1094822.1973461653,1080309.5928309509,11,5.281636476516724,4.663638591766357,False
fig51,kmeans||,33,66,5,2,64,exact,3,45,5,1170326.1257191142,1159943.645795935,27,4.844667434692383,21.85932970046997,False
fig51,kmeans||,33,66,5,2,64,exact,4,46,5,1162460.2946836697,1152138.8952710193,9,4.95672607421875,5.516339540481567,False
fig51,kmeans||,33,66,5,2,64,exact,5,47,5,1106620.1417832628,1093307.0480739274,9,4.689959526062012,4.732203006744385,False
fig51,kmeans||,33,66,5,2,64,exact,6,48,5,1220749.4204722985,1199124.7371531914,44,4.642065763473511,56.14224362373352,False
fig51,kmeans||,33,66,5,2,64,exact,7,49,5,1134918.0168812794,1116414.921003306,8,4.646947383880615,4.572370767593384,False
fig51,kmeans||,33,66,5,2,64,exact,8,50,5,1213432.346686095,1199575.483232038,27,5.206305265426636,23.247666597366333,False
fig51,kmeans||,33,66,5,2,64,exact,9,51,5,1110595.3426148363,1096907.1935999952,8,4.703441858291626,4.523181200027466,False
fig51,kmeans||,33,66,5,2,64,exact,10,52,5,1160069.7916921661,1144476.8953345346,17,4.937391757965088,9.370405673980713,False
fig51,kmeans||,33,66,6,2,64,exact,0,42,6,1234025.0174377637,1227050.386323651,17,5.6247804164886475,11.300741910934448,False
fig51,kmeans||,33,66,6,2,64,exact,1,43,6,1126671.8070979065,1117388.7173781039,8,5.440594911575317,4.898457288742065,False
fig51,kmeans||,33,66,6,2,64,exact,2,44,6,1180737.3328491936,1161656.410058124,23,5.665299415588379,18.153021812438965,False
fig51,kmeans||,33,66,6,2,64,exact,3,45,6,1163066.5484345069,1122563.5943703651,15,5.995660066604614,9.738799333572388,False
fig51,kmeans||,33,66,6,2,64,exact,4,46,6,1145752.115768178,1130901.5832659286,19,5.654729843139648,13.646772384643555,False
fig51,kmeans||,33,66,6,2,64,exact,5,47,6,1126641.0583588926,1118502.2870101358,8,5.555830240249634,5.41990327835083,False
fig51,kmeans||,33,66,6,2,64,exact,6,48,6,1085922.4338159391,1079289.0691505317,10,5.39324164390564,6.264141798019409,False
fig51,kmeans||,33,66,6,2,64,exact,7,49,6,1154742.5212879013,1143274.750626054,9,5.875152111053467,5.132516622543335,False
fig51,kmeans||,33,66,6,2,64,exact,8,50,6,1173009.8081703114,1156921.162470997,17,6.414139032363892,10.470622062683105,False
fig51,kmeans||,33,66,6,2,64,exact,9,51,6,1133175.2299146708,1107678.437735619,21,5.957005262374878,13.421038389205933,False
fig51,kmeans||,33,66,6,2,64,exact,10,52,6,1151890.597207726,1144918.653619425,18,5.425804138183594,12.186110973358154,False
fig51,kmeans||,33,66,7,2,64,exact,0,42,7,1116385.4011771993,1109152.5770133976,14,6.96108341217041,6.6268932819366455,False
fig51,kmeans||,33,66,7,2,64,exact,1,43,7,1155841.216610491,1147637.1364889494,20,6.140400648117065,12.315766096115112,False
fig51,kmeans||,33,66,7,2,64,exact,2,44,7,1105826.4087770819,1098468.1391732653,8,8.037410020828247,4.364582777023315,False
fig51,kmeans||,33,66,7,2,64,exact,3,45,7,1077120.8847517162,1072209.6205291215,10,6.831030368804932,4.955907821655273,False
fig51,kmeans||,33,66,7,2,64,exact,4,46,7,1267831.5302226325,1260842.0275617864,19,6.657776594161987,14.192780017852783,False
fig51,kmeans||,33,66,7,2,64,exact,5,47,7,1107396.1139812064,1101389.5837391354,6,7.2021543979644775,3.3048911094665527,False
fig51,kmeans||,33,66,7,2,64,exact,6,48,7,1186717.3410540665,1178397.867975988,13,7.266672134399414,7.39398193359375,False
fig51,kmeans||,33,66,7,2,64,exact,7,49,7,1247165.7939448673,1240186.6695544426,8,7.9619598388671875,4.541752815246582,False
fig51,kmeans||,33,66,7,2,64,exact,8,50,7,1107562.0157952695,1099309.8325033996,13,7.20425271987915,9.462188243865967,False
fig51,kmeans||,33,66,7,2,64,exact,9,51,7,1149997.11854245,1144853.0266856952,7,6.931704759597778,4.237568140029907,False
fig51,kmeans||,33,66,7,2,64,exact,10,52,7,1148437.0234279712,1143935.7335105676,7,7.64264702796936,3.1169042587280273,False
fig51,kmeans||,33,66,8,2,64,exact,0,42,8,1140295.6957934657,1136578.482060829,10,8.62597393989563,5.959378957748413,False
fig51,kmeans||,33,66,8,2,64,exact,1,43,8,1205101.7229388373,1199968.145433939,15,8.296329498291016,7.5465614795684814,False
fig51,kmeans||,33,66,8,2,64,exact,2,44,8,1085873.9860379335,1076449.9319386855,20,8.140456914901733,15.197510004043579,False
fig51,kmeans||,33,66,8,2,64,exact,3,45,8,1209643.7064209585,1205537.516041291,11,8.872328758239746,6.5063323974609375,False
fig51,kmeans||,33,66,8,2,64,exact,4,46,8,1184056.0745851153,1177403.4022847894,26,7.489860534667969,24.19293451309204,False
fig51,kmeans||,33,66,8,2,64,exact,5,47,8,1165122.527515452,1160199.5501531328,19,8.814980030059814,13.739392042160034,False
fig51,kmeans||,33,66,8,2,64,exact,6,48,8,1165675.8315195173,1157620.0406526504,19,8.521828889846802,14.31655240058899,False
fig51,kmeans||,33,66,8,2,64,exact,7,49,8,1232142.2764636036,1226410.422901657,17,8.550028324127197,11.866888046264648,False
fig51,kmeans||,33,66,8,2,64,exact,8,50,8,1115600.9473173944,1110250.5337959183,8,7.571082592010498,5.372045516967773,False
fig51,kmeans||,33,66,8,2,64,exact,9,51,8,1143197.7286610557,1139518.3143620295,14,7.52924656867981,8.907457828521729,False
fig51,kmeans||,33,66,8,2,64,exact,10,52,8,1136274.8725555816,1127679.1254446774,18,8.202213525772095,13.58587121963501,False
fig51,kmeans||,33,66,9,2,64,exact,0,42,9,1202311.8051567383,1197429.2503673928,18,10.001434087753296,13.675940752029419,False
fig51,kmeans||,33,66,9,2,64,exact,1,43,9,1151151.7093615204,1142940.0730844347,18,8.305294275283813,14.285703659057617,False
fig51,kmeans||,33,66,9,2,64,exact,2,44,9,1152435.9389721542,1141217.2380552813,20,9.348095655441284,15.3700270652771,False
fig51,kmeans||,33,66,9,2,64,exact,3,45,9,1168244.358955184,1152650.3343964203,52,9.716090679168701,84.72296023368835,False
fig51,kmeans||,33,66,9,2,64,exact,4,46,9,1190471.8165160262,1187465.309892629,11,9.411880016326904,5.412809133529663,False
fig51,kmeans||,33,66,9,2,64,exact,5,47,9,1109718.6268218306,1097783.293258307,23,8.940524339675903,20.269848585128784,False
fig51,kmeans||,33,66,9,2,64,exact,6,48,9,1222038.5592199643,1217226.5836820048,22,9.153891801834106,14.95999526977539,False
fig51,kmeans||,33,66,9,2,64,exact,7,49,9,1177523.2689630075,1163147.052507501,33,9.013688087463379,33.48255753517151,False
fig51,kmeans||,33,66,9,2,64,exact,8,50,9,1067108.3941866641,1063165.5346078232,11,9.684537887573242,7.335251569747925,False
fig51,kmeans||,33,66,9,2,64,exact,9,51,9,1118056.0656423317,1112694.7192027858,11,9.236677646636963,4.9649200439453125,False
fig51,kmeans||,33,66,9,2,64,exact,10,52,9,1136866.1038194518,1131358.5396862924,7,10.567498922348022,3.899432420730591,False
fig51,kmeans||,33,66,10,2,64,exact,0,42,10,1165913.3428426448,1161123.9858102512,12,11.072538614273071,7.597386837005615,False
fig51,kmeans||,33,66,10,2,64,exact,1,43,10,1090000.5718461599,1084078.4410302998,12,10.939909934997559,7.885810375213623,False
fig51,kmeans||,33,66,10,2,64,exact,2,44,10,1132512.7665440983,1128902.9546995962,12,11.31581711769104,6.704759359359741,False
fig51,kmeans||,33,66,10,2,64,exact,3,45,10,1100197.4747472983,1098152.8332892074,6,11.398025751113892,3.4873032569885254,False
fig51,kmeans||,33,66,10,2,64,exact,4,46,10,1184801.3051651465,1180688.2275289071,18,10.975234270095825,13.509990453720093,False
fig51,kmeans||,33,66,10,2,64,exact,5,47,10,1135602.772836844,1114254.156086576,20,11.537680864334106,16.016987085342407,False
fig51,kmeans||,33,66,10,2,64,exact,6,48,10,1143343.604342127,1139806.223256343,12,11.106036901473999,6.485344648361206,False
fig51,kmeans||,33,66,10,2,64,exact,7,49,10,1128753.7096859943,1122003.795066841,14,10.167477130889893,8.77884817123413,False
fig51,kmeans||,33,66,10,2,64,exact,8,50,10,1183329.1767467207,1172968.1527628351,55,11.306484460830688,90.70142316818237,False
fig51,kmeans||,33,66,10,2,64,exact,9,51,10,1166493.9988220185,1161475.207094008,13,11.15785527229309,8.372163534164429,False
fig51,kmeans||,33,66,10,2,64,exact,10,52,10,1116215.7401148598,1112362.4927193904,10,10.875012397766113,5.418428182601929,False
fig51,kmeans||,33,132,1,4,64,exact,0,42,1,1334389.8092449473,1115276.5987998915,53,2.492379665374756,85.2015688419342,False
fig51,kmeans||,33,132,1,4,64,exact,1,43,1,2046676.8424238674,1467611.9741600147,20,2.573504686355591,16.163442611694336,False
fig51,kmeans||,33,132,1,4,64,exact,2,44,1,1242174.2293562293,1089295.750341946,11,2.8989176750183105,4.213813304901123,False
fig51,kmeans||,33,132,1,4,64,exact,3,45,1,1613203.3934648025,1405598.9419539026,24,2.4882242679595947,19.195871353149414,False
fig51,kmeans||,33,132,1,4,64,exact,4,46,1,1759250.4557906138,1216094.8283836907,17,2.7719249725341797,11.893548488616943,False
fig51,kmeans||,33,132,1,4,64,exact,5,47,1,1321915.7270756282,1164428.2811778828,20,2.8138508796691895,12.894756555557251,False
fig51,kmeans||,33,132,1,4,64,exact,6,48,1,3245829.7041321597,2421970.44720239,49,3.0624265670776367,70.55246353149414,False
fig51,kmeans||,33,132,1,4,64,exact,7,49,1,2478611.861506542,2215765.3808499975,10,2.6008007526397705,4.617862224578857,False
fig51,kmeans||,33,132,1,4,64,exact,8,50,1,1767250.5413319776,1203617.1445588102,19,2.5665383338928223,12.187494993209839,False
fig51,kmeans||,33,132,1,4,64,exact,9,51,1,1417676.165060825,1187344.4148833933,35,2.5015742778778076,38.329665184020996,False
fig51,kmeans||,33,132,1,4,64,exact,10,52,1,1528215.201212319,1147072.832078267,21,2.7245566844940186,16.726076364517212,False
fig51,kmeans||,33,132,2,4,64,exact,0,42,2,1202486.2053330063,1178773.5192269925,9,3.090698480606079,4.92546820640564,False
fig51,kmeans||,33,132,2,4,64,exact,1,43,2,1127141.4995980999,1093510.6986703011,8,3.1606788635253906,4.670373201370239,False
fig51,kmeans||,33,132,2,4,64,exact,2,44,2,1159877.4044691422,1129499.3861761729,9,3.0006794929504395,2.7778689861297607,False
fig51,kmeans||,33,132,2,4,64,exact,3,45,2,1118662.0520617554,1097598.3820919604,10,2.983215093612671,6.7160117626190186,False
fig51,kmeans||,33,132,2,4,64,exact,4,46,2,1147369.3298931797,1115078.5487176313,33,3.4884085655212402,36.24264168739319,False
fig51,kmeans||,33,132,2,4,64,exact,5,47,2,1153340.5470925656,1115981.682850989,8,4.550813674926758,3.4259095191955566,False
fig51,kmeans||,33,132,2,4,64,exact,6,48,2,1227746.7285903695,1136716.2976177484,30,2.8887643814086914,31.82039999961853,False
fig51,kmeans||,33,132,2,4,64,exact,7,49,2,1139772.0661532427,1108189.6348092658,39,2.8520853519439697,49.08460712432861,False
fig51,kmeans||,33,132,2,4,64,exact,8,50,2,1189117.7597186333,1150843.7304919562,29,2.995359182357788,29.350885152816772,False
fig51,kmeans||,33,132,2,4,64,exact,9,51,2,1202872.1853351465,1168295.4371665106,30,3.0222063064575195,31.153782844543457,False
fig51,kmeans||,33,132,2,4,64,exact,10,52,2,1189001.528129439,1158349.9985930035,10,2.9602136611938477,5.875018358230591,False
fig51,kmeans||,33,132,3,4,64,exact,0,42,3,1137255.736858773,1129763.279199183,9,4.583994626998901,4.48569393157959,False
fig51,kmeans||,33,132,3,4,64,exact,1,43,3,1142822.3269131875,1131764.7001729715,10,3.989706039428711,6.949397325515747,False
fig51,kmeans||,33,132,3,4,64,exact,2,44,3,1202417.9844405518,1186057.059247611,32,3.4096524715423584,32.24390363693237,False
fig51,kmeans||,33,132,3,4,64,exact,3,45,3,1162171.506747941,1150865.4168697607,16,3.969899892807007,10.557782888412476,False
fig51,kmeans||,33,132,3,4,64,exact,4,46,3,1119795.3950828188,1112492.2443164065,27,5.132668733596802,26.124080896377563,False
fig51,kmeans||,33,132,3,4,64,exact,5,47,3,1205490.879532306,1193172.5688000629,41,4.113607406616211,54.88274908065796,False
fig51,kmeans||,33,132,3,4,64,exact,6,48,3,1147900.869151114,1131796.4507409376,17,4.223870515823364,10.800820589065552,False
fig51,kmeans||,33,132,3,4,64,exact,7,49,3,1150414.8846274342,1142397.2228290904,8,5.463754653930664,4.327264308929443,False
fig51,kmeans||,33,132,3,4,64,exact,8,50,3,1204044.8996770137,1172959.8027747343,9,3.6202595233917236,5.823307275772095,False
fig51,kmeans||,33,132,3,4,64,exact,9,51,3,1190869.0734519938,1180424.2507522057,18,4.881875514984131,13.199287414550781,False
fig51,kmeans||,33,132,3,4,64,exact,10,52,3,1151958.7025133763,1145473.435348639,15,3.5816895961761475,10.245115041732788,False
fig51,kmeans||,33,132,4,4,64,exact,0,42,4,1178675.8701580672,1174945.0772130461,9,4.7764153480529785,6.183454275131226,False
fig51,kmeans||,33,132,4,4,64,exact,1,43,4,1117355.890436383,1112084.520668094,9,4.644327640533447,5.062006711959839,False
fig51,kmeans||,33,132,4,4,64,exact,2,44,4,1162040.9641292826,1157471.8319409117,6,5.897340297698975,3.541668176651001,False
fig51,kmeans||,33,132,4,4,64,exact,3,45,4,1120554.2894857083,1114967.9916441808,19,4.617626905441284,15.222012281417847,False
fig51,kmeans||,33,132,4,4,64,exact,4,46,4,1165737.807609464,1161637.3815909547,12,5.079334020614624,4.7651636600494385,False
fig51,kmeans||,33,132,4,4,64,exact,5,47,4,1224500.63573149,1213274.127208797,22,5.845611333847046,16.3114275932312,False
fig51,kmeans||,33,132,4,4,64,exact,6,48,4,1111665.3257009666,1104493.4346410357,19,4.167393684387207,12.011867046356201,False
fig51,kmeans||,33,132,4,4,64,exact,7,49,4,1108380.2914081356,1104847.900006204,7,5.359203100204468,3.976768732070923,False
fig51,kmeans||,33,132,4,4,64,exact,8,50,4,1162174.8260610667,1158077.1201094412,38,3.971991539001465,45.66776084899902,False
fig51,kmeans||,33,132,4,4,64,exact,9,51,4,1106274.4727523723,1100230.9710230741,19,4.196577548980713,13.771512031555176,False
fig51,kmeans||,33,132,4,4,64,exact,10,52,4,1127762.8490003278,1121659.0507556063,7,4.22102689743042,3.992302656173706,False
fig51,kmeans||,33,132,5,4,64,exact,0,42,5,1156515.7204638284,1154010.3069930847,10,7.047162294387817,5.694147825241089,False
fig51,kmeans||,33,132,5,4,64,exact,1,43,5,1134727.3963338663,1131927.3100407494,7,6.062520503997803,2.3210318088531494,False
fig51,kmeans||,33,132,5,4,64,exact,2,44,5,1235290.8517210234,1220985.7935387383,52,5.567444324493408,75.73090767860413,False
fig51,kmeans||,33,132,5,4,64,exact,3,45,5,1174855.381633064,1155311.5857348808,22,6.62959361076355,15.02922797203064,False
fig51,kmeans||,33,132,5,4,64,exact,4,46,5,1146422.2890348046,1143704.1464091656,9,5.6699817180633545,4.851899862289429,False
fig51,kmeans||,33,132,5,4,64,exact,5,47,5,1159315.7614324691,1147020.9388445853,48,6.61642861366272,74.76437950134277,False
fig51,kmeans||,33,132,5,4,64,exact,6,48,5,1193935.740822645,1183165.6469952774,43,6.666941165924072,59.978158950805664,False
fig51,kmeans||,33,132,5,4,64,exact,7,49,5,1093122.9274738282,1086938.4824330378,43,5.091359853744507,56.100385427474976,False
fig51,kmeans||,33,132,5,4,64,exact,8,50,5,1086414.3874313757,1080804.9576428437,10,5.435210227966309,6.061741352081299,False
fig51,kmeans||,33,132,5,4,64,exact,9,51,5,1167510.3541705918,1163750.5386743532,35,5.17954683303833,37.12687945365906,False
fig51,kmeans||,33,132,5,4,64,exact,10,52,5,1151079.5919595365,1146437.199716248,13,5.407436847686768,8.611724376678467,False
fig51,kmeans||,33,132,6,4,64,exact,0,42,6,1126045.2427201772,1124078.949176752,11,6.032533645629883,4.600589990615845,False
fig51,kmeans||,33,132,6,4,64,exact,1,43,6,1308138.8907385853,1303473.4327934082,21,6.353936195373535,14.492445945739746,False
fig51,kmeans||,33,132,6,4,64,exact,2,44,6,1093499.3409116368,1091716.5465229678,6,7.092589855194092,4.050039291381836,False
fig51,kmeans||,33,132,6,4,64,exact,3,45,6,1156153.090429831,1154741.1351492715,9,6.6801862716674805,4.981234788894653,False
fig51,kmeans||,33,132,6,4,64,exact,4,46,6,1259777.831270621,1243808.9600018903,28,6.026963949203491,25.21759796142578,False
fig51,kmeans||,33,132,6,4,64,exact,5,47,6,1152660.2097689172,1148447.663296986,11,6.9692652225494385,5.876462936401367,False
fig51,kmeans||,33,132,6,4,64,exact,6,48,6,1153326.0045846787,1145194.0428927813,27,6.3506247997283936,25.891089916229248,False
fig51,kmeans||,33,132,6,4,64,exact,7,49,6,1126424.5502914023,1122347.3633215493,7,6.099450349807739,4.018499851226807,False
fig51,kmeans||,33,132,6,4,64,exact,8,50,6,1189063.1206304426,1184500.7808639456,18,7.930680751800537,10.987749576568604,False
fig51,kmeans||,33,132,6,4,64,exact,9,51,6,1179484.910867712,1167779.0408031307,54,5.950990676879883,88.31102275848389,False
fig51,kmeans||,33,132,6,4,64,exact,10,52,6,1194190.7030918815,1189140.8217034785,13,7.849463224411011,5.124621629714966,False
fig51,kmeans||,33,132,7,4,64,exact,0,42,7,1167219.679351471,1166067.3109245326,7,8.349072933197021,1.6897931098937988,False
fig51,kmeans||,33,132,7,4,64,exact,1,43,7,1156989.2735910336,1155918.6402087095,8,9.520967245101929,4.292154312133789,False
fig51,kmeans||,33,132,7,4,64,exact,2,44,7,1121477.5202314432,1120078.291234137,6,8.56414270401001,3.1771042346954346,False
fig51,kmeans||,33,132,7,4,64,exact,3,45,7,1083369.6825671408,1082008.1694534565,6,7.610876083374023,4.359015226364136,False
fig51,kmeans||,33,132,7,4,64,exact,4,46,7,1170200.9487479182,1168505.6530390608,33,6.811625242233276,34.13255047798157,False
fig51,kmeans||,33,132,7,4,64,exact,5,47,7,1111004.1975172274,1101393.664840871,49,7.215837717056274,72.00389289855957,False
