artifact,method,k,l,r,l_over_k,partitions,sampling,run,seed,r_effective,cost_seed,cost_final,n_lloyd_iters,time_seed,time_fit,failed
fig51,kmeans||,17,34,9,2,64,exact,7,49,9,3833691.612734205,3826331.927515802,9,8.94367504119873,4.595936298370361,False
fig51,kmeans||,17,34,9,2,64,exact,8,50,9,3660823.807156978,3653068.9263959797,9,8.919348955154419,4.402063846588135,False
fig51,kmeans||,17,34,9,2,64,exact,9,51,9,3652595.9219220495,3646126.737651497,8,9.374698162078857,3.4500584602355957,False
fig51,kmeans||,17,34,9,2,64,exact,10,52,9,3695983.57171412,3687482.421371467,10,9.138790607452393,5.29213547706604,False
fig51,kmeans||,17,34,10,2,64,exact,0,42,10,4057840.574025552,4055424.0043544834,11,10.905917167663574,6.828331708908081,False
fig51,kmeans||,17,34,10,2,64,exact,1,43,10,3699481.3586029666,3687398.777240321,9,10.29522442817688,5.2359299659729,False
fig51,kmeans||,17,34,10,2,64,exact,2,44,10,3866140.6723200893,3859008.0995055134,8,11.059856653213501,4.468932151794434,False
fig51,kmeans||,17,34,10,2,64,exact,3,45,10,3944613.1284770304,3938681.7187816827,6,10.189242124557495,3.451720714569092,False
fig51,kmeans||,17,34,10,2,64,exact,4,46,10,3781939.7502452205,3775280.168680599,11,9.482352256774902,5.6787519454956055,False
fig51,kmeans||,17,34,10,2,64,exact,5,47,10,3905111.840296687,3756796.5458835,15,11.755643844604492,9.655962228775024,False
fig51,kmeans||,17,34,10,2,64,exact,6,48,10,3676827.296540727,3671138.034492898,17,10.558238506317139,11.451645135879517,False
fig51,kmeans||,17,34,10,2,64,exact,7,49,10,3845457.910887119,3840064.550632477,9,11.636517524719238,4.952949285507202,False
fig51,kmeans||,17,34,10,2,64,exact,8,50,10,3844549.9882826805,3837241.8498119246,10,9.867764234542847,5.785367250442505,False
fig51,kmeans||,17,34,10,2,64,exact,9,51,10,3662655.310976638,3649355.6036986606,10,9.909141540527344,5.569602966308594,False
fig51,kmeans||,17,34,10,2,64,exact,10,52,10,3666305.857780876,3658551.204665348,11,9.620655059814453,6.217396974563599,False
fig51,kmeans||,17,68,1,4,64,exact,0,42,1,4296920.935941221,3922617.7994262343,17,2.7065699100494385,8.087507963180542,False
fig51,kmeans||,17,68,1,4,64,exact,1,43,1,4289394.690836104,3946290.569642388,15,2.757018804550171,9.394783973693848,False
fig51,kmeans||,17,68,1,4,64,exact,2,44,1,4171632.1043008864,3887670.9418432717,9,3.9844164848327637,2.9562530517578125,False
fig51,kmeans||,17,68,1,4,64,exact,3,45,1,4091315.82936565,3834961.2973776795,9,2.5128445625305176,3.5595004558563232,False
fig51,kmeans||,17,68,1,4,64,exact,4,46,1,4434157.379331288,4171619.910531229,8,2.658470630645752,1.965247392654419,False
fig51,kmeans||,17,68,1,4,64,exact,5,47,1,4241271.068399183,3859160.395659359,10,2.596832275390625,3.4955246448516846,False
fig51,kmeans||,17,68,1,4,64,exact,6,48,1,4949381.321092666,4606645.834911797,10,2.7569849491119385,2.875133514404297,False
fig51,kmeans||,17,68,1,4,64,exact,7,49,1,4841465.726081529,4467666.680063457,11,2.6061854362487793,6.563123941421509,False
fig51,kmeans||,17,68,1,4,64,exact,8,50,1,4580857.660214233,3860981.2714837794,16,2.543449640274048,10.027901887893677,False
fig51,kmeans||,17,68,1,4,64,exact,9,51,1,4107346.324591769,3685775.020130334,10,2.638214349746704,3.433842182159424,False
fig51,kmeans||,17,68,1,4,64,exact,10,52,1,4529183.200130595,4114698.662962903,9,2.8259499073028564,4.946919918060303,False
fig51,kmeans||,17,68,2,4,64,exact,0,42,2,3751531.895981532,3674099.229536248,8,3.379608392715454,1.851654052734375,False
fig51,kmeans||,17,68,2,4,64,exact,1,43,2,3790193.942647731,3731762.516923364,10,2.9739909172058105,3.59721302986145,False
fig51,kmeans||,17,68,2,4,64,exact,2,44,2,4090721.9287458016,4054744.3915122845,8,3.1164915561676025,2.234973430633545,False
fig51,kmeans||,17,68,2,4,64,exact,3,45,2,4058284.4298131713,4031808.2417852813,8,3.927734851837158,2.1612014770507812,False
fig51,kmeans||,17,68,2,4,64,exact,4,46,2,4104215.552679957,3833656.5540641057,14,3.2518463134765625,8.419785976409912,False
fig51,kmeans||,17,68,2,4,64,exact,5,47,2,4189988.002197324,4018077.726637419,8,3.215938091278076,5.301450967788696,False
fig51,kmeans||,17,68,2,4,64,exact,6,48,2,4028304.704347622,3844744.1291322685,11,3.7612016201019287,5.69133996963501,False
fig51,kmeans||,17,68,2,4,64,exact,7,49,2,4171263.4966145144,3986405.7644849257,13,3.093066930770874,7.513172388076782,False
fig51,kmeans||,17,68,2,4,64,exact,8,50,2,3965975.0455634557,3812850.8491957015,8,2.8199620246887207,4.148675918579102,False
fig51,kmeans||,17,68,2,4,64,exact,9,51,2,3868184.681697697,3835028.5860879086,9,3.265503168106079,2.8918240070343018,False
fig51,kmeans||,17,68,2,4,64,exact,10,52,2,3755229.9713336956,3702361.770216458,13,2.9168403148651123,5.818251848220825,False
fig51,kmeans||,17,68,3,4,64,exact,0,42,3,3852136.8698699065,3839628.848446417,9,3.8637869358062744,2.582228183746338,False
fig51,kmeans||,17,68,3,4,64,exact,1,43,3,3828670.710633756,3815179.3889271975,11,4.660507440567017,3.5816802978515625,False
fig51,kmeans||,17,68,3,4,64,exact,2,44,3,3702984.895847937,3688335.302534075,7,4.877462387084961,4.130788326263428,False
fig51,kmeans||,17,68,3,4,64,exact,3,45,3,3772705.847281725,3763754.6940201907,10,3.1636874675750732,5.6921422481536865,False
fig51,kmeans||,17,68,3,4,64,exact,4,46,3,3951425.123923297,3931937.0067331423,11,3.4166440963745117,4.036603212356567,False
fig51,kmeans||,17,68,3,4,64,exact,5,47,3,3985019.5568036563,3902378.6743435683,11,3.3812432289123535,3.521519184112549,False
fig51,kmeans||,17,68,3,4,64,exact,6,48,3,3787737.263530579,3770054.90293213,6,3.4195046424865723,1.247373342514038,False
fig51,kmeans||,17,68,3,4,64,exact,7,49,3,3653259.941550276,3643471.970702359,8,4.128467559814453,4.381915330886841,False
fig51,kmeans||,17,68,3,4,64,exact,8,50,3,3909977.8112012288,3826331.717037467,13,3.435530424118042,7.668097734451294,False
fig51,kmeans||,17,68,3,4,64,exact,9,51,3,3845135.165378888,3816024.162369924,10,3.6435530185699463,5.593066215515137,False
fig51,kmeans||,17,68,3,4,64,exact,10,52,3,4036021.847606295,4015491.050986608,8,4.701025009155273,4.764429330825806,False
fig51,kmeans||,17,68,4,4,64,exact,0,42,4,3972306.9918232933,3895247.0990129155,14,4.330681800842285,8.33471155166626,False
fig51,kmeans||,17,68,4,4,64,exact,1,43,4,3734091.908349391,3728364.167399643,10,4.728867292404175,5.045397996902466,False
fig51,kmeans||,17,68,4,4,64,exact,2,44,4,3734852.14475968,3724648.5405484317,8,4.810518503189087,4.605981111526489,False
fig51,kmeans||,17,68,4,4,64,exact,3,45,4,3690022.929019725,3685558.5846045287,9,4.14166522026062,4.730760812759399,False
fig51,kmeans||,17,68,4,4,64,exact,4,46,4,3886043.1755923885,3874584.0477908896,12,4.44752311706543,6.589015960693359,False
fig51,kmeans||,17,68,4,4,64,exact,5,47,4,3810343.321498128,3791863.602517952,14,4.243495225906372,8.573927879333496,False
fig51,kmeans||,17,68,4,4,64,exact,6,48,4,4344469.431152996,4298201.695754282,20,5.1581714153289795,14.259300947189331,False
fig51,kmeans||,17,68,4,4,64,exact,7,49,4,3687418.2416439382,3677588.3596363133,10,3.880577564239502,3.3271470069885254,False
fig51,kmeans||,17,68,4,4,64,exact,8,50,4,3846982.187939205,3835443.9791217195,10,5.326470851898193,4.4514853954315186,False
fig51,kmeans||,17,68,4,4,64,exact,9,51,4,3799705.5966870654,3793099.7566072377,7,4.982349872589111,3.7059485912323,False
fig51,kmeans||,17,68,4,4,64,exact,10,52,4,4015588.891692974,3876575.3803259404,29,3.8217830657958984,25.372776746749878,False
fig51,kmeans||,17,68,5,4,64,exact,0,42,5,3766916.620914998,3763265.277725373,6,4.813065052032471,3.3707900047302246,False
fig51,kmeans||,17,68,5,4,64,exact,1,43,5,4124678.7317591,4120718.700884446,5,5.800020694732666,3.1028892993927,False
fig51,kmeans||,17,68,5,4,64,exact,2,44,5,3884969.43168348,3871562.0941311563,17,5.071623802185059,11.490644931793213,False
fig51,kmeans||,17,68,5,4,64,exact,3,45,5,3851428.167479364,3769593.476025121,17,4.696463346481323,9.235525608062744,False
fig51,kmeans||,17,68,5,4,64,exact,4,46,5,4174177.7218696047,4038352.600106139,27,4.764153480529785,25.26181387901306,False
fig51,kmeans||,17,68,5,4,64,exact,5,47,5,3759032.3327473067,3747681.114670219,12,5.267806053161621,4.84114670753479,False
fig51,kmeans||,17,68,5,4,64,exact,6,48,5,3858160.249206581,3854014.132527754,7,5.172884225845337,2.2135860919952393,False
fig51,kmeans||,17,68,5,4,64,exact,7,49,5,3848571.1314094374,3842936.3377979803,8,4.601763010025024,5.27094030380249,False
fig51,kmeans||,17,68,5,4,64,exact,8,50,5,3799677.9947992517,3793966.2732058316,8,4.848076581954956,2.138571262359619,False
fig51,kmeans||,17,68,5,4,64,exact,9,51,5,3957576.788360651,3947330.8928172747,16,6.184677600860596,10.635761260986328,False
fig51,kmeans||,17,68,5,4,64,exact,10,52,5,3960376.4365003076,3943988.6589018386,17,5.7234790325164795,11.326181650161743,False
fig51,kmeans||,17,68,6,4,64,exact,0,42,6,3718366.1495526754,3716266.714497559,9,6.313931465148926,2.661543130874634,False
fig51,kmeans||,17,68,6,4,64,exact,1,43,6,3950000.891528135,3947600.2754029823,7,6.850576400756836,2.7862792015075684,False
fig51,kmeans||,17,68,6,4,64,exact,2,44,6,3818836.1177731003,3813871.782833127,8,6.488368034362793,4.469738483428955,False
fig51,kmeans||,17,68,6,4,64,exact,3,45,6,3778111.1968067093,3774819.9476679927,8,5.411541700363159,2.5671703815460205,False
fig51,kmeans||,17,68,6,4,64,exact,4,46,6,3710930.15814087,3702361.77195821,13,6.382099866867065,7.68656325340271,False
fig51,kmeans||,17,68,6,4,64,exact,5,47,6,3742165.0275227726,3737592.1365863625,8,5.9613566398620605,4.533907890319824,False
fig51,kmeans||,17,68,6,4,64,exact,6,48,6,3809867.868246846,3798189.847502825,10,5.5510194301605225,4.089206695556641,False
fig51,kmeans||,17,68,6,4,64,exact,7,49,6,3772641.2685961565,3770088.1081656264,5,5.524243354797363,3.6674420833587646,False
fig51,kmeans||,17,68,6,4,64,exact,8,50,6,3830188.6415395727,3825773.3757581124,16,5.988853454589844,10.531588315963745,False
fig51,kmeans||,17,68,6,4,64,exact,9,51,6,3800818.662172608,3796476.43615035,9,5.7078187465667725,5.06822943687439,False
fig51,kmeans||,17,68,6,4,64,exact,10,52,6,3814998.756906924,3810198.676728768,9,6.0074989795684814,3.2620856761932373,False
fig51,kmeans||,17,68,7,4,64,exact,0,42,7,3824519.205391154,3821524.8792703357,6,7.297275066375732,3.7960660457611084,False
fig51,kmeans||,17,68,7,4,64,exact,1,43,7,3857619.2395132394,3851695.4030895378,10,7.628439903259277,6.4225170612335205,False
fig51,kmeans||,17,68,7,4,64,exact,2,44,7,4442968.479278548,4373260.363590571,17,6.466107368469238,11.540058851242065,False
fig51,kmeans||,17,68,7,4,64,exact,3,45,7,3934829.4476618096,3933135.890555431,7,7.282079458236694,4.56691837310791,False
fig51,kmeans||,17,68,7,4,64,exact,4,46,7,3786325.057238896,3784981.9934059824,10,6.739153623580933,6.397573947906494,False
fig51,kmeans||,17,68,7,4,64,exact,5,47,7,3680760.067947116,3672904.326325522,7,7.599596977233887,3.849480152130127,False
fig51,kmeans||,17,68,7,4,64,exact,6,48,7,3817983.9707104783,3814211.35187556,6,7.140350341796875,3.163545846939087,False
fig51,kmeans||,17,68,7,4,64,exact,7,49,7,4216473.529006365,4214576.633300049,14,7.433093309402466,7.840246915817261,False
fig51,kmeans||,17,68,7,4,64,exact,8,50,7,3698203.5681063784,3694631.3191415425,10,7.1989147663116455,6.28342866897583,False
fig51,kmeans||,17,68,7,4,64,exact,9,51,7,3577244.625670705,3572816.455060672,6,6.559332370758057,4.283107280731201,False
fig51,kmeans||,17,68,7,4,64,exact,10,52,7,3966462.1599609265,3960732.7906099646,9,7.158891677856445,5.6851325035095215,False
fig51,kmeans||,17,68,8,4,64,exact,0,42,8,3946230.0123273097,3943838.3518908485,7,9.12369966506958,3.8975253105163574,False
fig51,kmeans||,17,68,8,4,64,exact,1,43,8,4177913.5814995994,4177092.126913153,8,8.686503171920776,4.124351739883423,False
fig51,kmeans||,17,68,8,4,64,exact,2,44,8,3862791.8334592436,3857029.890371899,22,8.564722776412964,17.07915234565735,False
fig51,kmeans||,17,68,8,4,64,exact,3,45,8,3768320.564654125,3766591.611756587,8,9.055745124816895,4.879161834716797,False
fig51,kmeans||,17,68,8,4,64,exact,4,46,8,3888918.729442134,3855302.476469755,14,7.537412643432617,6.667308568954468,False
fig51,kmeans||,17,68,8,4,64,exact,5,47,8,3696040.5452320403,3687398.728750903,10,8.194301843643188,6.8569016456604,False
fig51,kmeans||,17,68,8,4,64,exact,6,48,8,3885618.073831824,3882037.4540882516,7,8.608762502670288,3.9769113063812256,False
fig51,kmeans||,17,68,8,4,64,exact,7,49,8,4117173.262633592,4113079.0820549247,8,8.585516691207886,4.2962963581085205,False
fig51,kmeans||,17,68,8,4,64,exact,8,50,8,3979205.6995830117,3976443.519089004,6,9.151678562164307,3.2531423568725586,False
fig51,kmeans||,17,68,8,4,64,exact,9,51,8,3755205.2234879937,3739491.0048239585,13,8.795830011367798,8.112961053848267,False
fig51,kmeans||,17,68,8,4,64,exact,10,52,8,3841325.0851888536,3839485.1472724937,6,9.1767737865448,1.2800283432006836,False
fig51,kmeans||,17,68,9,4,64,exact,0,42,9,3750208.7199855577,3747603.997939502,5,9.194644451141357,3.1085257530212402,False
fig51,kmeans||,17,68,9,4,64,exact,1,43,9,3720036.7415082217,3718675.899053779,6,9.128368139266968,3.5015928745269775,False
fig51,kmeans||,17,68,9,4,64,exact,2,44,9,3803131.2570237718,3799574.5341300652,13,9.866992950439453,8.00643801689148,False
fig51,kmeans||,17,68,9,4,64,exact,3,45,9,3748481.8148571225,3746137.6233609496,10,10.690732479095459,3.657358169555664,False
fig51,kmeans||,17,68,9,4,64,exact,4,46,9,3851750.690297545,3850464.8035676507,8,10.023704528808594,3.490483522415161,False
fig51,kmeans||,17,68,9,4,64,exact,5,47,9,3846068.48129797,3743114.8914261465,15,9.475230932235718,9.413005352020264,False
fig51,kmeans||,17,68,9,4,64,exact,6,48,9,3839822.370409932,3834961.227051466,18,9.4843008518219,12.373825073242188,False
fig51,kmeans||,17,68,9,4,64,exact,7,49,9,3719617.072324453,3716363.101791455,10,9.920753002166748,5.25792670249939,False
fig51,kmeans||,17,68,9,4,64,exact,8,50,9,4174773.528300098,4172037.339001269,7,9.805787324905396,1.9022216796875,False
fig51,kmeans||,17,68,9,4,64,exact,9,51,9,3683161.670827125,3679062.8381440933,7,10.589600086212158,4.566583871841431,False
fig51,kmeans||,17,68,9,4,64,exact,10,52,9,3925246.3208756186,3803435.3611374144,18,9.363999366760254,9.975790023803711,False
fig51,kmeans||,17,68,10,4,64,exact,0,42,10,3975821.7950608423,3973880.0118032387,6,10.530256748199463,1.7766528129577637,False
fig51,kmeans||,17,68,10,4,64,exact,1,43,10,3957977.8041087836,3956997.7587998137,5,10.992199420928955,3.4831364154815674,False
fig51,kmeans||,17,68,10,4,64,exact,2,44,10,3782579.184206423,3780817.9733126857,5,11.539669752120972,0.9444596767425537,False
fig51,kmeans||,17,68,10,4,64,exact,3,45,10,3746508.769474483,3745632.8551965468,5,12.352835893630981,3.2177817821502686,False
fig51,kmeans||,17,68,10,4,64,exact,4,46,10,3905592.6935793073,3904635.3362585166,12,11.222068548202515,7.984992265701294,False
fig51,kmeans||,17,68,10,4,64,exact,5,47,10,3933537.3135686223,3926148.433815537,9,10.061431646347046,3.9714372158050537,False
fig51,kmeans||,17,68,10,4,64,exact,6,48,10,3619914.329499195,3619367.2542297672,4,11.747682332992554,0.9014203548431396,False
fig51,kmeans||,17,68,10,4,64,exact,7,49,10,4049022.824511723,4043321.969742759,23,10.44620132446289,18.438576698303223,False
fig51,kmeans||,17,68,10,4,64,exact,8,50,10,3720160.5073242267,3719351.404643521,4,11.199167728424072,0.6246018409729004,False
fig51,kmeans||,17,68,10,4,64,exact,9,51,10,3650702.265691805,3647283.9178729686,9,10.96821904182434,2.67474102973938,False
fig51,kmeans||,17,68,10,4,64,exact,10,52,10,3971938.9919681186,3967936.883104778,8,11.710897207260132,4.105337619781494,False
fig51,kmeans||,33,33,1,1,64,exact,0,42,1,6011705.176917449,3787299.876958591,100,2.543522596359253,279.4374759197235,False
fig51,kmeans||,33,33,1,1,64,exact,1,43,1,6060080.399428414,4041147.5568803665,59,2.505708932876587,98.00847601890564,False
fig51,kmeans||,33,33,1,1,64,exact,2,44,1,4239666.144359513,2673487.610019272,41,2.589193820953369,49.43867063522339,False
fig51,kmeans||,33,33,1,1,64,exact,3,45,1,4863783.534192924,2784345.839325357,60,2.6446685791015625,100.47429323196411,False
fig51,kmeans||,33,33,1,1,64,exact,4,46,1,4844374.629348106,2599387.9413744705,33,2.328718900680542,35.4109411239624,False
fig51,kmeans||,33,33,1,1,64,exact,5,47,1,6594572.327020749,4303201.950694014,27,2.3868179321289062,23.979646921157837,False
fig51,kmeans||,33,33,1,1,64,exact,6,48,1,8057163.383970053,4786838.301635052,57,2.190340518951416,90.8238353729248,False
fig51,kmeans||,33,33,1,1,64,exact,7,49,1,5265617.110122754,2477005.755500774,28,2.434589147567749,23.05131959915161,False
fig51,kmeans||,33,33,1,1,64,exact,8,50,1,5393606.223184592,3927854.819454186,46,2.3642308712005615,61.10906219482422,False
fig51,kmeans||,33,33,1,1,64,exact,9,51,1,6167851.431516526,2494160.425044398,36,2.4705145359039307,38.58221983909607,False
fig51,kmeans||,33,33,1,1,64,exact,10,52,1,4507292.8326191055,2460595.77789152,40,2.395026206970215,49.15461087226868,False
fig51,kmeans||,33,33,2,1,64,exact,0,42,2,1468280.4851533824,1061976.9313993528,10,2.917935848236084,5.644681453704834,False
fig51,kmeans||,33,33,2,1,64,exact,1,43,2,1620811.3952051015,1140689.7695668247,34,3.041128396987915,38.471991300582886,False
fig51,kmeans||,33,33,2,1,64,exact,2,44,2,1400704.2464164696,1117475.2282039542,9,2.7502946853637695,3.7716586589813232,False
fig51,kmeans||,33,33,2,1,64,exact,3,45,2,1347669.0308915,1079289.0523183136,10,3.222363233566284,5.469213962554932,False
fig51,kmeans||,33,33,2,1,64,exact,4,46,2,1451337.8183014751,1141387.604747254,11,3.0380377769470215,6.995826244354248,False
fig51,kmeans||,33,33,2,1,64,exact,5,47,2,1720572.1366080856,1221805.9256092075,35,3.132708787918091,40.78188133239746,False
fig51,kmeans||,33,33,2,1,64,exact,6,48,2,1989954.697444497,1316421.8296465431,20,3.219001531600952,15.286376237869263,False
fig51,kmeans||,33,33,2,1,64,exact,7,49,2,1838511.147219531,1241736.8485240135,24,2.8382794857025146,19.041741847991943,False
fig51,kmeans||,33,33,2,1,64,exact,8,50,2,1440805.6108566658,1204202.7020610902,20,3.0002365112304688,12.990206956863403,False
fig51,kmeans||,33,33,2,1,64,exact,9,51,2,1944689.9839079012,1702854.0052839522,13,3.1047346591949463,8.002057552337646,False
fig51,kmeans||,33,33,2,1,64,exact,10,52,2,1751016.550502369,1213549.1423756988,32,2.985835075378418,32.459282875061035,False
fig51,kmeans||,33,33,3,1,64,exact,0,42,3,1264013.1668373419,1111892.0970690711,10,3.8708431720733643,3.45565128326416,False
fig51,kmeans||,33,33,3,1,64,exact,1,43,3,1251097.4448572653,1143494.1371592954,13,3.4513485431671143,8.188270568847656,False
fig51,kmeans||,33,33,3,1,64,exact,2,44,3,1246248.9733606703,1119544.5931043534,19,3.567277431488037,11.217544078826904,False
fig51,kmeans||,33,33,3,1,64,exact,3,45,3,1212355.4000613152,1129974.4772459273,9,3.348111152648926,3.1548473834991455,False
fig51,kmeans||,33,33,3,1,64,exact,4,46,3,1258924.7029776636,1122408.5095839284,11,3.7587766647338867,4.478876829147339,False
fig51,kmeans||,33,33,3,1,64,exact,5,47,3,1259088.3833029885,1163187.4215017075,43,3.207705497741699,52.68173170089722,False
fig51,kmeans||,33,33,3,1,64,exact,6,48,3,1341533.736409196,1166484.8983737144,20,3.2726128101348877,14.07671570777893,False
fig51,kmeans||,33,33,3,1,64,exact,7,49,3,1198263.6179893,1101425.209588144,8,3.50341534614563,2.1121299266815186,False
fig51,kmeans||,33,33,3,1,64,exact,8,50,3,1226812.0018367071,1123225.9021479636,9,3.966139078140259,2.6094601154327393,False
fig51,kmeans||,33,33,3,1,64,exact,9,51,3,1268981.7686259365,1129164.8822154328,11,3.458001136779785,6.107945442199707,False
fig51,kmeans||,33,33,3,1,64,exact,10,52,3,1215342.8757146206,1088307.4293409814,36,3.871641159057617,37.00452136993408,False
fig51,kmeans||,33,33,4,1,64,exact,0,42,4,1210530.8435132906,1122157.2079209196,18,3.9453253746032715,9.66687536239624,False
fig51,kmeans||,33,33,4,1,64,exact,1,43,4,1207591.4942916946,1140883.022861624,13,4.604045391082764,4.893937587738037,False
fig51,kmeans||,33,33,4,1,64,exact,2,44,4,1151134.399605298,1094530.8977860303,8,4.4978532791137695,4.492950201034546,False
fig51,kmeans||,33,33,4,1,64,exact,3,45,4,1357594.9590092755,1315657.2965741074,18,4.025237321853638,12.707536935806274,False
fig51,kmeans||,33,33,4,1,64,exact,4,46,4,1228426.1225088537,1169561.4009307302,13,4.128433465957642,5.834937334060669,False
fig51,kmeans||,33,33,4,1,64,exact,5,47,4,1230487.8547939633,1151234.1277888394,16,4.529087543487549,11.533769607543945,False
fig51,kmeans||,33,33,4,1,64,exact,6,48,4,1271997.494010411,1173882.8923953022,29,4.129922389984131,25.861846446990967,False
fig51,kmeans||,33,33,4,1,64,exact,7,49,4,1136075.6115070176,1078244.7870258058,24,3.790849208831787,18.67308783531189,False
fig51,kmeans||,33,33,4,1,64,exact,8,50,4,1194791.7828256274,1129175.130077969,11,3.9137325286865234,6.439864873886108,False
fig51,kmeans||,33,33,4,1,64,exact,9,51,4,1203577.4275912424,1132061.910934541,14,4.170191764831543,9.103026390075684,False
fig51,kmeans||,33,33,4,1,64,exact,10,52,4,1194676.6542295224,1140138.9314020257,15,4.701202630996704,6.984063148498535,False
fig51,kmeans||,33,33,5,1,64,exact,0,42,5,1172783.958950881,1126874.452832566,8,4.696657419204712,4.493851900100708,False
fig51,kmeans||,33,33,5,1,64,exact,1,43,5,1232593.7588484606,1177867.208402507,22,5.115471124649048,15.734004735946655,False
fig51,kmeans||,33,33,5,1,64,exact,2,44,5,1256076.1407033184,1186383.5337591867,17,4.3878560066223145,9.239893198013306,False
fig51,kmeans||,33,33,5,1,64,exact,3,45,5,1185280.4072688469,1143431.9810383955,20,4.714414596557617,12.262493133544922,False
fig51,kmeans||,33,33,5,1,64,exact,4,46,5,1162632.3259703084,1128848.7537998515,9,4.613449335098267,3.3099939823150635,False
fig51,kmeans||,33,33,5,1,64,exact,5,47,5,1181486.1798941079,1118595.6410145266,9,4.426413059234619,6.061668157577515,False
fig51,kmeans||,33,33,5,1,64,exact,6,48,5,1206622.5069913182,1173269.2571373559,15,4.803005695343018,9.341942071914673,False
fig51,kmeans||,33,33,5,1,64,exact,7,49,5,1266677.5787188623,1226305.5439666586,31,5.129037857055664,28.52719473838806,False
fig51,kmeans||,33,33,5,1,64,exact,8,50,5,1199813.4153440013,1149684.7194960562,38,5.752204656600952,42.334672927856445,False
fig51,kmeans||,33,33,5,1,64,exact,9,51,5,1169837.9515803496,1109080.1366344877,21,5.049831390380859,13.095210075378418,False
fig51,kmeans||,33,33,5,1,64,exact,10,52,5,1154970.6477922117,1127845.2927125695,9,4.3865766525268555,5.8379433155059814,False
fig51,kmeans||,33,33,6,1,64,exact,0,42,6,1231662.920120712,1214444.642433899,25,5.6975417137146,19.871466159820557,False
fig51,kmeans||,33,33,6,1,64,exact,1,43,6,1217302.090866325,1162940.0158852602,12,5.890742778778076,7.541460990905762,False
fig51,kmeans||,33,33,6,1,64,exact,2,44,6,1245238.4571067134,1223518.1323256237,37,5.565702438354492,42.193711042404175,False
fig51,kmeans||,33,33,6,1,64,exact,3,45,6,1225370.9390190674,1199064.3060660788,8,5.225862503051758,4.550480842590332,False
fig51,kmeans||,33,33,6,1,64,exact,4,46,6,1215889.7670794576,1190077.697996239,10,6.497826814651489,5.860613584518433,False
fig51,kmeans||,33,33,6,1,64,exact,5,47,6,1142825.4844856027,1112247.549227681,19,6.28605055809021,14.12070918083191,False
fig51,kmeans||,33,33,6,1,64,exact,6,48,6,1199106.7531320585,1145391.4315692324,18,5.521900653839111,10.082193613052368,False
fig51,kmeans||,33,33,6,1,64,exact,7,49,6,1253688.9223123416,1215685.175659056,19,5.0879316329956055,13.92009687423706,False
fig51,kmeans||,33,33,6,1,64,exact,8,50,6,1166740.7014119623,1138084.2610907978,11,5.1305248737335205,4.6078596115112305,False
fig51,kmeans||,33,33,6,1,64,exact,9,51,6,1208507.6649890826,1183034.4379194092,13,5.137897968292236,5.47956109046936,False
fig51,kmeans||,33,33,6,1,64,exact,10,52,6,1164957.3953292503,1139702.8496637454,22,5.518728971481323,16.365158557891846,False
fig51,kmeans||,33,33,7,1,64,exact,0,42,7,1268301.2977964166,1220529.2180885244,25,6.777141571044922,18.78776454925537,False
fig51,kmeans||,33,33,7,1,64,exact,1,43,7,1222130.744448794,1183157.8600038798,51,5.830082893371582,75.24079251289368,False
fig51,kmeans||,33,33,7,1,64,exact,2,44,7,1276938.2596435873,1221338.9507656458,18,5.921433210372925,10.250388145446777,False
fig51,kmeans||,33,33,7,1,64,exact,3,45,7,1166174.0020280068,1140047.0170627339,22,6.230071067810059,16.68627095222473,False
fig51,kmeans||,33,33,7,1,64,exact,4,46,7,1189046.2127016643,1160672.7054304683,52,6.142438650131226,78.80642557144165,False
fig51,kmeans||,33,33,7,1,64,exact,5,47,7,1213142.0915862883,1188278.515413211,9,6.719825744628906,3.1678261756896973,False
fig51,kmeans||,33,33,7,1,64,exact,6,48,7,1143171.818697736,1122378.726886263,18,6.087810754776001,12.984171390533447,False
fig51,kmeans||,33,33,7,1,64,exact,7,49,7,1193440.663590567,1168848.8219528946,18,6.633012056350708,12.28239917755127,False
fig51,kmeans||,33,33,7,1,64,exact,8,50,7,1174984.2653887845,1140233.7748833613,43,6.827068090438843,51.55604434013367,False
fig51,kmeans||,33,33,7,1,64,exact,9,51,7,1184652.1370443995,1165099.3649321678,10,6.426663875579834,3.1682980060577393,False
fig51,kmeans||,33,33,7,1,64,exact,10,52,7,1224883.0273640016,1195286.0742687394,15,6.392894268035889,8.928400993347168,False
fig51,kmeans||,33,33,8,1,64,exact,0,42,8,1160446.548522007,1150230.5672209142,14,7.361225843429565,8.4355309009552,False
fig51,kmeans||,33,33,8,1,64,exact,1,43,8,1220536.5123712756,1153609.0715966711,62,6.977167129516602,105.42555785179138,False
fig51,kmeans||,33,33,8,1,64,exact,2,44,8,1196588.4495032264,1181426.5454362412,6,7.438831567764282,3.841508626937866,False
fig51,kmeans||,33,33,8,1,64,exact,3,45,8,1248247.2674133182,1226347.2736054726,21,7.633716344833374,14.973881959915161,False
fig51,kmeans||,33,33,8,1,64,exact,4,46,8,1168897.190979448,1154962.3976943458,9,6.991269826889038,5.244309663772583,False
fig51,kmeans||,33,33,8,1,64,exact,5,47,8,1204546.1243210377,1167649.6553637132,14,8.117121934890747,7.8049328327178955,False
fig51,kmeans||,33,33,8,1,64,exact,6,48,8,1121056.2362763297,1098452.5002386698,19,7.502981185913086,11.958729028701782,False
