artifact,method,R,n,d,k,l,r,l_over_k,sampling,run,seed,r_effective,cost_seed,cost_final,n_lloyd_iters,time_seed,time_fit,failed
fig52,kmeans||,1,10000,15,50,25.0,2.0,0.5,bernoulli,6,48,2.0,233512.7883532801,144168.10067659116,32.0,0.08266401290893555,2.074031352996826,False
fig52,kmeans||,1,10000,15,50,25.0,2.0,0.5,bernoulli,7,49,2.0,243854.6532676396,144451.0065058619,50.0,0.0894021987915039,3.1221044063568115,False
fig52,kmeans||,1,10000,15,50,25.0,2.0,0.5,bernoulli,8,50,2.0,237455.82065274558,143514.48187815328,42.0,0.08165097236633301,1.3800420761108398,False
fig52,kmeans||,1,10000,15,50,25.0,2.0,0.5,bernoulli,9,51,2.0,236671.97871071144,143721.79949236126,64.0,0.1035776138305664,2.402703046798706,False
fig52,kmeans||,1,10000,15,50,25.0,2.0,0.5,bernoulli,10,52,2.0,231303.36650857743,145376.7147775331,48.0,0.07419395446777344,1.0466842651367188,False
fig52,kmeans||,1,10000,15,50,25.0,3.0,0.5,bernoulli,0,42,3.0,229358.4661463938,144617.65041501832,37.0,0.10230016708374023,1.2983713150024414,False
fig52,kmeans||,1,10000,15,50,25.0,3.0,0.5,bernoulli,1,43,3.0,221902.98203788316,144388.33589982789,38.0,0.09274172782897949,1.6560142040252686,False
fig52,kmeans||,1,10000,15,50,25.0,3.0,0.5,bernoulli,2,44,3.0,226073.93613278857,145219.1698452827,48.0,0.09305739402770996,2.062171697616577,False
fig52,kmeans||,1,10000,15,50,25.0,3.0,0.5,bernoulli,3,45,3.0,215421.35362229228,145717.17299524922,38.0,0.10078763961791992,2.357494831085205,False
fig52,kmeans||,1,10000,15,50,25.0,3.0,0.5,bernoulli,4,46,3.0,226272.97122269997,144026.81533019443,30.0,0.09643888473510742,0.8773043155670166,False
fig52,kmeans||,1,10000,15,50,25.0,3.0,0.5,bernoulli,5,47,3.0,219154.86245700062,145267.5965036215,51.0,0.09766006469726562,2.485630750656128,False
fig52,kmeans||,1,10000,15,50,25.0,3.0,0.5,bernoulli,6,48,3.0,214102.5673596688,143476.57864213185,52.0,0.10175704956054688,3.0873970985412598,False
fig52,kmeans||,1,10000,15,50,25.0,3.0,0.5,bernoulli,7,49,3.0,225012.51472756144,142971.75729488157,26.0,0.06586003303527832,0.7642631530761719,False
fig52,kmeans||,1,10000,15,50,25.0,3.0,0.5,bernoulli,8,50,3.0,220779.62304784075,143492.62412875134,71.0,0.09807896614074707,3.2973124980926514,False
fig52,kmeans||,1,10000,15,50,25.0,3.0,0.5,bernoulli,9,51,3.0,224356.31669184464,143994.4109320193,25.0,0.08653569221496582,1.4886255264282227,False
fig52,kmeans||,1,10000,15,50,25.0,3.0,0.5,bernoulli,10,52,3.0,214209.17328319128,144189.94757191118,31.0,0.12240862846374512,1.7745838165283203,False
fig52,kmeans||,1,10000,15,50,25.0,4.0,0.5,bernoulli,0,42,4.0,217400.7919596492,144436.06566606378,34.0,0.10407638549804688,1.6881656646728516,False
fig52,kmeans||,1,10000,15,50,25.0,4.0,0.5,bernoulli,1,43,4.0,202071.25796600577,144411.83132746944,29.0,0.09637236595153809,0.6909201145172119,False
fig52,kmeans||,1,10000,15,50,25.0,4.0,0.5,bernoulli,2,44,4.0,212945.7112016579,142978.05828277627,45.0,0.11038875579833984,2.514871120452881,False
fig52,kmeans||,1,10000,15,50,25.0,4.0,0.5,bernoulli,3,45,4.0,207360.43081355625,144444.33680833923,27.0,0.1011500358581543,0.6111531257629395,False
fig52,kmeans||,1,10000,15,50,25.0,4.0,0.5,bernoulli,4,46,4.0,210209.07903221427,144185.48580836857,35.0,0.08477663993835449,1.3863327503204346,False
fig52,kmeans||,1,10000,15,50,25.0,4.0,0.5,bernoulli,5,47,4.0,209141.5333343668,144063.59500133048,48.0,0.08172225952148438,1.6985836029052734,False
fig52,kmeans||,1,10000,15,50,25.0,4.0,0.5,bernoulli,6,48,4.0,203241.31567483034,144440.1766668663,30.0,0.10878586769104004,2.4008595943450928,False
fig52,kmeans||,1,10000,15,50,25.0,4.0,0.5,bernoulli,7,49,4.0,216634.72976161196,142983.75842462998,42.0,0.16332459449768066,2.348480701446533,False
fig52,kmeans||,1,10000,15,50,25.0,4.0,0.5,bernoulli,8,50,4.0,207500.66801696082,144250.2527161521,34.0,0.10567235946655273,1.0675883293151855,False
fig52,kmeans||,1,10000,15,50,25.0,4.0,0.5,bernoulli,9,51,4.0,210957.3981525789,145009.62337607707,29.0,0.10859990119934082,1.7982308864593506,False
fig52,kmeans||,1,10000,15,50,25.0,4.0,0.5,bernoulli,10,52,4.0,206271.24473998108,143949.45381109047,26.0,0.10247588157653809,1.1142477989196777,False
fig52,kmeans||,1,10000,15,50,25.0,5.0,0.5,bernoulli,0,42,5.0,206653.98455512343,143354.58584899857,52.0,0.11009407043457031,2.022270917892456,False
fig52,kmeans||,1,10000,15,50,25.0,5.0,0.5,bernoulli,1,43,5.0,200061.9312159885,143734.17560534852,33.0,0.09953474998474121,1.0915684700012207,False
fig52,kmeans||,1,10000,15,50,25.0,5.0,0.5,bernoulli,2,44,5.0,202200.37498036303,143650.35236461033,20.0,0.09111666679382324,0.972764253616333,False
fig52,kmeans||,1,10000,15,50,25.0,5.0,0.5,bernoulli,3,45,5.0,196393.91631079608,144180.7842656818,36.0,0.11270666122436523,1.5968635082244873,False
fig52,kmeans||,1,10000,15,50,25.0,5.0,0.5,bernoulli,4,46,5.0,200541.3838036072,143191.75171677402,51.0,0.11609649658203125,2.4894495010375977,False
fig52,kmeans||,1,10000,15,50,25.0,5.0,0.5,bernoulli,5,47,5.0,203103.78390593902,144942.467854324,29.0,0.11151361465454102,1.738896131515503,False
fig52,kmeans||,1,10000,15,50,25.0,5.0,0.5,bernoulli,6,48,5.0,199993.5844307318,143963.1000066448,25.0,0.1041259765625,1.5291409492492676,False
fig52,kmeans||,1,10000,15,50,25.0,5.0,0.5,bernoulli,7,49,5.0,199515.8416681956,143483.7441467501,26.0,0.0979757308959961,0.8318257331848145,False
fig52,kmeans||,1,10000,15,50,25.0,5.0,0.5,bernoulli,8,50,5.0,200211.54779165934,142940.09148526576,23.0,0.12486124038696289,0.38981175422668457,False
fig52,kmeans||,1,10000,15,50,25.0,5.0,0.5,bernoulli,9,51,5.0,204675.40537412127,144397.89361412963,64.0,0.12150120735168457,3.24971604347229,False
fig52,kmeans||,1,10000,15,50,25.0,5.0,0.5,bernoulli,10,52,5.0,197670.72217919878,143870.15238450735,31.0,0.11012434959411621,0.8314995765686035,False
fig52,kmeans||,1,10000,15,50,25.0,6.0,0.5,bernoulli,0,42,6.0,198302.98947667753,144047.80310677376,37.0,0.12891864776611328,1.6074562072753906,False
fig52,kmeans||,1,10000,15,50,25.0,6.0,0.5,bernoulli,1,43,6.0,196507.9154047129,144129.33458931325,33.0,0.12930560111999512,1.2858774662017822,False
fig52,kmeans||,1,10000,15,50,25.0,6.0,0.5,bernoulli,2,44,6.0,195134.3097624316,142956.74877992383,58.0,0.12198138236999512,2.837564706802368,False
fig52,kmeans||,1,10000,15,50,25.0,6.0,0.5,bernoulli,3,45,6.0,189547.3627542312,143970.55132648168,32.0,0.1529090404510498,1.195979356765747,False
fig52,kmeans||,1,10000,15,50,25.0,6.0,0.5,bernoulli,4,46,6.0,196544.20189716184,144689.82505968085,30.0,0.1259174346923828,1.3976655006408691,False
fig52,kmeans||,1,10000,15,50,25.0,6.0,0.5,bernoulli,5,47,6.0,197808.71173692416,145112.16971368142,30.0,0.10491442680358887,1.4683029651641846,False
fig52,kmeans||,1,10000,15,50,25.0,6.0,0.5,bernoulli,6,48,6.0,195142.655209297,144973.0705935379,44.0,0.10725712776184082,1.2201337814331055,False
fig52,kmeans||,1,10000,15,50,25.0,6.0,0.5,bernoulli,7,49,6.0,194790.4810324189,143670.6565915651,40.0,0.09817647933959961,1.8181242942810059,False
fig52,kmeans||,1,10000,15,50,25.0,6.0,0.5,bernoulli,8,50,6.0,198879.00495755346,143333.54665698585,45.0,0.11877632141113281,1.9645719528198242,False
fig52,kmeans||,1,10000,15,50,25.0,6.0,0.5,bernoulli,9,51,6.0,196563.53179705146,143322.10984376978,46.0,0.13563132286071777,1.9723694324493408,False
fig52,kmeans||,1,10000,15,50,25.0,6.0,0.5,bernoulli,10,52,6.0,193179.55043396814,143480.55756969267,51.0,0.13965058326721191,3.016510009765625,False
fig52,kmeans||,1,10000,15,50,25.0,7.0,0.5,bernoulli,0,42,7.0,194204.9757105657,143713.43219012115,29.0,0.14228272438049316,0.8270344734191895,False
fig52,kmeans||,1,10000,15,50,25.0,7.0,0.5,bernoulli,1,43,7.0,192419.18842178563,143729.0212869666,34.0,0.14781546592712402,2.6700427532196045,False
fig52,kmeans||,1,10000,15,50,25.0,7.0,0.5,bernoulli,2,44,7.0,195151.08499411188,144154.11785630602,31.0,0.1352376937866211,0.7307848930358887,False
fig52,kmeans||,1,10000,15,50,25.0,7.0,0.5,bernoulli,3,45,7.0,189957.94067481358,145269.2980408651,24.0,0.1326305866241455,1.4097204208374023,False
fig52,kmeans||,1,10000,15,50,25.0,7.0,0.5,bernoulli,4,46,7.0,192127.0590423592,144046.4874749204,44.0,0.13711237907409668,1.4107303619384766,False
fig52,kmeans||,1,10000,15,50,25.0,7.0,0.5,bernoulli,5,47,7.0,194344.24482669972,143969.11101780264,28.0,0.13866376876831055,1.4214410781860352,False
fig52,kmeans||,1,10000,15,50,25.0,7.0,0.5,bernoulli,6,48,7.0,192056.30728314357,143808.6132807516,40.0,0.13988542556762695,2.11769962310791,False
fig52,kmeans||,1,10000,15,50,25.0,7.0,0.5,bernoulli,7,49,7.0,190284.2729076035,144754.44294861075,24.0,0.14506292343139648,0.6721405982971191,False
fig52,kmeans||,1,10000,15,50,25.0,7.0,0.5,bernoulli,8,50,7.0,193424.22748970496,144285.7456708372,32.0,0.1254279613494873,2.216087818145752,False
fig52,kmeans||,1,10000,15,50,25.0,7.0,0.5,bernoulli,9,51,7.0,193287.41582451537,143787.085870974,34.0,0.2009587287902832,2.309441566467285,False
fig52,kmeans||,1,10000,15,50,25.0,7.0,0.5,bernoulli,10,52,7.0,186521.44761560188,143866.4772541272,36.0,0.14408421516418457,2.4271979331970215,False
fig52,kmeans||,1,10000,15,50,25.0,8.0,0.5,bernoulli,0,42,8.0,192164.69021039933,144934.18244516908,31.0,0.15476036071777344,2.0961873531341553,False
fig52,kmeans||,1,10000,15,50,25.0,8.0,0.5,bernoulli,1,43,8.0,189408.44220497587,144822.48024216283,31.0,0.1759932041168213,0.9920551776885986,False
fig52,kmeans||,1,10000,15,50,25.0,8.0,0.5,bernoulli,2,44,8.0,190880.96295472013,142622.7899903985,47.0,0.28307104110717773,2.398094415664673,False
fig52,kmeans||,1,10000,15,50,25.0,8.0,0.5,bernoulli,3,45,8.0,186764.9801956292,145705.30756611106,35.0,0.18350934982299805,2.9023799896240234,False
fig52,kmeans||,1,10000,15,50,25.0,8.0,0.5,bernoulli,4,46,8.0,190875.68057948496,143925.8458487654,54.0,0.1810595989227295,2.4449105262756348,False
fig52,kmeans||,1,10000,15,50,25.0,8.0,0.5,bernoulli,5,47,8.0,189720.05135613834,143046.10383788048,69.0,0.1750805377960205,4.28218150138855,False
fig52,kmeans||,1,10000,15,50,25.0,8.0,0.5,bernoulli,6,48,8.0,185949.35488888656,143166.4825540093,39.0,0.1879100799560547,2.4353368282318115,False
fig52,kmeans||,1,10000,15,50,25.0,8.0,0.5,bernoulli,7,49,8.0,187270.90331610458,144163.55547845305,41.0,0.17791104316711426,2.723560094833374,False
fig52,kmeans||,1,10000,15,50,25.0,8.0,0.5,bernoulli,8,50,8.0,188012.47566845984,144471.44389890006,29.0,0.1648859977722168,1.2689502239227295,False
fig52,kmeans||,1,10000,15,50,25.0,8.0,0.5,bernoulli,9,51,8.0,188000.22324778172,143752.55312908025,35.0,0.16241693496704102,2.2678298950195312,False
fig52,kmeans||,1,10000,15,50,25.0,8.0,0.5,bernoulli,10,52,8.0,186626.47773724183,146251.18268342753,37.0,0.1638498306274414,1.967435359954834,False
fig52,kmeans||,1,10000,15,50,25.0,9.0,0.5,bernoulli,0,42,9.0,186833.82907637767,143264.1150698702,29.0,0.20163798332214355,1.7674007415771484,False
fig52,kmeans||,1,10000,15,50,25.0,9.0,0.5,bernoulli,1,43,9.0,189169.98730093607,144218.0475934142,45.0,0.17320632934570312,1.4175293445587158,False
fig52,kmeans||,1,10000,15,50,25.0,9.0,0.5,bernoulli,2,44,9.0,184141.58829972276,145157.76262056586,44.0,0.18629145622253418,3.5014092922210693,False
fig52,kmeans||,1,10000,15,50,25.0,9.0,0.5,bernoulli,3,45,9.0,183924.44086459232,144330.98598091758,27.0,0.14349055290222168,0.70206618309021,False
fig52,kmeans||,1,10000,15,50,25.0,9.0,0.5,bernoulli,4,46,9.0,187935.7141285964,143826.5898693219,41.0,0.19830942153930664,2.154775619506836,False
fig52,kmeans||,1,10000,15,50,25.0,9.0,0.5,bernoulli,5,47,9.0,187249.5919641914,143535.01316570933,30.0,0.1548748016357422,1.578512191772461,False
fig52,kmeans||,1,10000,15,50,25.0,9.0,0.5,bernoulli,6,48,9.0,183091.59665226727,143303.01865888288,23.0,0.16240620613098145,0.7212371826171875,False
fig52,kmeans||,1,10000,15,50,25.0,9.0,0.5,bernoulli,7,49,9.0,187407.00764269975,144551.2304068695,26.0,0.19805121421813965,1.2603421211242676,False
fig52,kmeans||,1,10000,15,50,25.0,9.0,0.5,bernoulli,8,50,9.0,184433.90156003082,142954.52448838344,45.0,0.2661738395690918,1.876161813735962,False
fig52,kmeans||,1,10000,15,50,25.0,9.0,0.5,bernoulli,9,51,9.0,185439.44648577616,144282.87563680412,28.0,0.17075133323669434,1.3479030132293701,False
fig52,kmeans||,1,10000,15,50,25.0,9.0,0.5,bernoulli,10,52,9.0,180628.13152783155,144418.7924767445,36.0,0.2657039165496826,3.080022096633911,False
fig52,kmeans||,1,10000,15,50,25.0,10.0,0.5,bernoulli,0,42,10.0,184741.68987305343,144691.59830027094,33.0,0.2164151668548584,2.4080493450164795,False
fig52,kmeans||,1,10000,15,50,25.0,10.0,0.5,bernoulli,1,43,10.0,185970.29001786298,144022.91859652862,40.0,0.2401409149169922,2.306936502456665,False
fig52,kmeans||,1,10000,15,50,25.0,10.0,0.5,bernoulli,2,44,10.0,178775.21589002197,143673.73997280817,37.0,0.20316720008850098,1.6009330749511719,False
fig52,kmeans||,1,10000,15,50,25.0,10.0,0.5,bernoulli,3,45,10.0,183453.51600259158,143034.62527297734,43.0,0.21056079864501953,2.3924617767333984,False
fig52,kmeans||,1,10000,15,50,25.0,10.0,0.5,bernoulli,4,46,10.0,183186.77743644518,143905.9930033926,30.0,0.21201777458190918,1.808189868927002,False
fig52,kmeans||,1,10000,15,50,25.0,10.0,0.5,bernoulli,5,47,10.0,183737.26449494017,143579.26519574167,43.0,0.20173883438110352,2.084165573120117,False
fig52,kmeans||,1,10000,15,50,25.0,10.0,0.5,bernoulli,6,48,10.0,180791.9480085245,143347.0736086095,35.0,0.20175385475158691,2.1891705989837646,False
fig52,kmeans||,1,10000,15,50,25.0,10.0,0.5,bernoulli,7,49,10.0,182879.36481967877,145426.53225217972,37.0,0.159684419631958,1.6672961711883545,False
fig52,kmeans||,1,10000,15,50,25.0,10.0,0.5,bernoulli,8,50,10.0,183278.5045582016,143742.3237186375,32.0,0.22504806518554688,2.0055220127105713,False
fig52,kmeans||,1,10000,15,50,25.0,10.0,0.5,bernoulli,9,51,10.0,182769.76296060855,143237.0132072122,70.0,0.1808319091796875,3.134704351425171,False
fig52,kmeans||,1,10000,15,50,25.0,10.0,0.5,bernoulli,10,52,10.0,177876.47149437398,143577.386487423,45.0,0.23522305488586426,2.08461332321167,False
fig52,kmeans||,1,10000,15,50,25.0,11.0,0.5,bernoulli,0,42,11.0,180403.20251666137,144111.1280248761,34.0,0.18324875831604004,1.5792889595031738,False
fig52,kmeans||,1,10000,15,50,25.0,11.0,0.5,bernoulli,1,43,11.0,183757.95520698465,143755.48036057036,42.0,0.17801761627197266,1.6678128242492676,False
fig52,kmeans||,1,10000,15,50,25.0,11.0,0.5,bernoulli,2,44,11.0,178705.66243934256,144200.21686073107,55.0,0.16044163703918457,2.3707547187805176,False
fig52,kmeans||,1,10000,15,50,25.0,11.0,0.5,bernoulli,3,45,11.0,180409.30370001975,144200.07475120178,34.0,0.24238348007202148,2.2996902465820312,False
fig52,kmeans||,1,10000,15,50,25.0,11.0,0.5,bernoulli,4,46,11.0,178773.05718231775,143574.28384389082,39.0,0.22331857681274414,2.944441556930542,False
fig52,kmeans||,1,10000,15,50,25.0,11.0,0.5,bernoulli,5,47,11.0,182416.02296227842,144509.40865774965,31.0,0.20509648323059082,1.8457269668579102,False
fig52,kmeans||,1,10000,15,50,25.0,11.0,0.5,bernoulli,6,48,11.0,182559.1115601483,143826.11257409124,28.0,0.19752073287963867,1.9083952903747559,False
fig52,kmeans||,1,10000,15,50,25.0,11.0,0.5,bernoulli,7,49,11.0,181868.05175561237,143465.67115856448,39.0,0.24968194961547852,1.6573545932769775,False
fig52,kmeans||,1,10000,15,50,25.0,11.0,0.5,bernoulli,8,50,11.0,182746.75357018967,144792.8362884034,45.0,0.19211459159851074,1.981309413909912,False
fig52,kmeans||,1,10000,15,50,25.0,11.0,0.5,bernoulli,9,51,11.0,183066.72463924048,143761.16459418272,40.0,0.20347070693969727,1.5634410381317139,False
fig52,kmeans||,1,10000,15,50,25.0,11.0,0.5,bernoulli,10,52,11.0,177567.49152259584,144003.55073325016,44.0,0.20744109153747559,1.0159037113189697,False
fig52,kmeans||,1,10000,15,50,25.0,12.0,0.5,bernoulli,0,42,12.0,179570.1709788185,145429.93753800215,24.0,0.2423386573791504,0.6002264022827148,False
fig52,kmeans||,1,10000,15,50,25.0,12.0,0.5,bernoulli,1,43,12.0,182569.89809216783,144635.4002270725,30.0,0.21975970268249512,1.3558542728424072,False
fig52,kmeans||,1,10000,15,50,25.0,12.0,0.5,bernoulli,2,44,12.0,176220.33576726896,143376.45198260015,37.0,0.22402191162109375,1.504910945892334,False
fig52,kmeans||,1,10000,15,50,25.0,12.0,0.5,bernoulli,3,45,12.0,179068.70120254625,143477.62726996405,34.0,0.2608630657196045,1.9714059829711914,False
fig52,kmeans||,1,10000,15,50,25.0,12.0,0.5,bernoulli,4,46,12.0,179547.76723851846,143825.68370006094,38.0,0.21620941162109375,2.559215784072876,False
fig52,kmeans||,1,10000,15,50,25.0,12.0,0.5,bernoulli,5,47,12.0,180689.61448652792,144435.79956509432,29.0,0.3203768730163574,1.8283793926239014,False
fig52,kmeans||,1,10000,15,50,25.0,12.0,0.5,bernoulli,6,48,12.0,181742.44578312966,145123.24092250576,42.0,0.25432324409484863,2.725296974182129,False
fig52,kmeans||,1,10000,15,50,25.0,12.0,0.5,bernoulli,7,49,12.0,179516.28728198155,144455.8993374674,25.0,0.25504302978515625,1.751145839691162,False
fig52,kmeans||,1,10000,15,50,25.0,12.0,0.5,bernoulli,8,50,12.0,177706.10749013495,144285.04786560495,34.0,0.2802293300628662,1.4043867588043213,False
fig52,kmeans||,1,10000,15,50,25.0,12.0,0.5,bernoulli,9,51,12.0,180163.9619298722,144072.12294624577,52.0,0.23098158836364746,1.9765651226043701,False
fig52,kmeans||,1,10000,15,50,25.0,12.0,0.5,bernoulli,10,52,12.0,173700.28089899852,143642.55122707444,22.0,0.24294376373291016,1.175447940826416,False
fig52,kmeans||,1,10000,15,50,25.0,13.0,0.5,bernoulli,0,42,13.0,180167.52004036293,144605.64109184442,39.0,0.2461850643157959,2.6884703636169434,False
fig52,kmeans||,1,10000,15,50,25.0,13.0,0.5,bernoulli,1,43,13.0,179379.4521283002,144739.38066303713,25.0,0.269864559173584,2.3195784091949463,False
fig52,kmeans||,1,10000,15,50,25.0,13.0,0.5,bernoulli,2,44,13.0,175083.24337349855,143885.17065945617,31.0,0.26383161544799805,1.675581455230713,False
fig52,kmeans||,1,10000,15,50,25.0,13.0,0.5,bernoulli,3,45,13.0,177827.73660298364,144816.5016742237,43.0,0.26325178146362305,2.7831854820251465,False
fig52,kmeans||,1,10000,15,50,25.0,13.0,0.5,bernoulli,4,46,13.0,177494.094028113,144914.35570904834,33.0,0.26234006881713867,1.1009340286254883,False
fig52,kmeans||,1,10000,15,50,25.0,13.0,0.5,bernoulli,5,47,13.0,178362.15859591682,143274.7963005134,37.0,0.2509305477142334,2.1271002292633057,False
fig52,kmeans||,1,10000,15,50,25.0,13.0,0.5,bernoulli,6,48,13.0,179505.65259155206,143062.62056869877,42.0,0.3027529716491699,1.6536791324615479,False
fig52,kmeans||,1,10000,15,50,25.0,13.0,0.5,bernoulli,7,49,13.0,177968.6971529503,143172.98121990057,63.0,0.2794678211212158,3.513888120651245,False
fig52,kmeans||,1,10000,15,50,25.0,13.0,0.5,bernoulli,8,50,13.0,175506.19666213877,144379.24065477913,24.0,0.24964189529418945,1.4150950908660889,False
fig52,kmeans||,1,10000,15,50,25.0,13.0,0.5,bernoulli,9,51,13.0,178284.78525848466,144412.43070447812,47.0,0.2083282470703125,2.823293685913086,False
fig52,kmeans||,1,10000,15,50,25.0,13.0,0.5,bernoulli,10,52,13.0,174458.70653446676,144408.36835717707,44.0,0.23813199996948242,3.5890588760375977,False
fig52,kmeans||,1,10000,15,50,25.0,14.0,0.5,bernoulli,0,42,14.0,178105.00990147406,144651.89156940018,28.0,0.2522408962249756,2.3861050605773926,False
fig52,kmeans||,1,10000,15,50,25.0,14.0,0.5,bernoulli,1,43,14.0,180526.2935594715,145478.42821544083,58.0,0.2630159854888916,1.5900230407714844,False
fig52,kmeans||,1,10000,15,50,25.0,14.0,0.5,bernoulli,2,44,14.0,178042.18450487006,143992.96646985033,34.0,0.3408231735229492,2.402864456176758,False
fig52,kmeans||,1,10000,15,50,25.0,14.0,0.5,bernoulli,3,45,14.0,175873.08790897802,144590.54084505443,24.0,0.29650020599365234,1.6440298557281494,False
fig52,kmeans||,1,10000,15,50,25.0,14.0,0.5,bernoulli,4,46,14.0,176058.94241264038,145512.14168418257,26.0,0.28096485137939453,1.6423230171203613,False
fig52,kmeans||,1,10000,15,50,25.0,14.0,0.5,bernoulli,5,47,14.0,176238.3182388466,143472.63024275133,22.0,0.27838706970214844,1.904233455657959,False
fig52,kmeans||,1,10000,15,50,25.0,14.0,0.5,bernoulli,6,48,14.0,176872.26578810858,144788.98456501198,22.0,0.2625904083251953,0.8469054698944092,False
fig52,kmeans||,1,10000,15,50,25.0,14.0,0.5,bernoulli,7,49,14.0,176628.76250933786,144410.50310691493,34.0,0.26157164573669434,1.3142974376678467,False
fig52,kmeans||,1,10000,15,50,25.0,14.0,0.5,bernoulli,8,50,14.0,177656.98519100045,143456.58785090814,40.0,0.2714579105377197,1.2142624855041504,False
fig52,kmeans||,1,10000,15,50,25.0,14.0,0.5,bernoulli,9,51,14.0,176622.67152281516,143970.32232596254,29.0,0.2564656734466553,1.3187038898468018,False
fig52,kmeans||,1,10000,15,50,25.0,14.0,0.5,bernoulli,10,52,14.0,172561.89418983195,145206.75187866698,32.0,0.236954927444458,1.4657964706420898,False
fig52,kmeans||,1,10000,15,50,25.0,15.0,0.5,bernoulli,0,42,15.0,175613.4308075785,144641.83706430174,27.0,0.2794814109802246,1.3825948238372803,False
fig52,kmeans||,1,10000,15,50,25.0,15.0,0.5,bernoulli,1,43,15.0,176801.89878035872,144567.62764123673,32.0,0.26502251625061035,0.4427907466888428,False
fig52,kmeans||,1,10000,15,50,25.0,15.0,0.5,bernoulli,2,44,15.0,173382.2114496036,143705.3170533072,22.0,0.2438807487487793,0.8825473785400391,False
fig52,kmeans||,1,10000,15,50,25.0,15.0,0.5,bernoulli,3,45,15.0,175151.04354457668,144056.9898513226,32.0,0.22251129150390625,1.5714037418365479,False
fig52,kmeans||,1,10000,15,50,25.0,15.0,0.5,bernoulli,4,46,15.0,177145.88265442083,144079.97930007882,31.0,0.2563152313232422,2.210822820663452,False
fig52,kmeans||,1,10000,15,50,25.0,15.0,0.5,bernoulli,5,47,15.0,174928.84008777695,144412.8740730777,40.0,0.2836630344390869,2.067131280899048,False
fig52,kmeans||,1,10000,15,50,25.0,15.0,0.5,bernoulli,6,48,15.0,173910.3852618967,144795.83439040647,25.0,0.2779860496520996,1.5335400104522705,False
fig52,kmeans||,1,10000,15,50,25.0,15.0,0.5,bernoulli,7,49,15.0,178313.71890857845,143883.65943080554,30.0,0.2691619396209717,1.3986272811889648,False
fig52,kmeans||,1,10000,15,50,25.0,15.0,0.5,bernoulli,8,50,15.0,174775.18662214297,143027.9742247865,33.0,0.2671675682067871,2.4747936725616455,False
fig52,kmeans||,1,10000,15,50,25.0,15.0,0.5,bernoulli,9,51,15.0,174914.28447569485,143478.75549150768,35.0,0.4604606628417969,1.6517395973205566,False
fig52,kmeans||,1,10000,15,50,25.0,15.0,0.5,bernoulli,10,52,15.0,172122.91743262828,143413.6603405921,47.0,0.2871265411376953,2.613722085952759,False
fig52,kmeans||,1,10000,15,50,50.0,0.0,1.0,bernoulli,0,42,0.0,233607.185143099,143869.55467704526,37.0,0.023308277130126953,1.8176674842834473,False
fig52,kmeans||,1,10000,15,50,50.0,0.0,1.0,bernoulli,1,43,0.0,229041.86799252656,144819.57738847376,51.0,0.022922754287719727,3.558218240737915,False
fig52,kmeans||,1,10000,15,50,50.0,0.0,1.0,bernoulli,2,44,0.0,232125.56681468364,142947.23405671126,37.0,0.01986408233642578,2.3868181705474854,False
fig52,kmeans||,1,10000,15,50,50.0,0.0,1.0,bernoulli,3,45,0.0,241133.97974930896,144245.97833695874,70.0,0.0275113582611084,4.466363906860352,False
fig52,kmeans||,1,10000,15,50,50.0,0.0,1.0,bernoulli,4,46,0.0,235899.24953818426,144368.12163175447,40.0,0.02232980728149414,1.4294884204864502,False
fig52,kmeans||,1,10000,15,50,50.0,0.0,1.0,bernoulli,5,47,0.0,231816.57786928586,144244.81332554016,40.0,0.02443408966064453,3.005263328552246,False
fig52,kmeans||,1,10000,15,50,50.0,0.0,1.0,bernoulli,6,48,0.0,235063.60500962805,145058.11721723544,61.0,0.020849943161010742,3.4705960750579834,False
fig52,kmeans||,1,10000,15,50,50.0,0.0,1.0,bernoulli,7,49,0.0,232622.0944739139,144998.87056759582,33.0,0.021390199661254883,1.4991838932037354,False
