k,l,r,r_effective,partitions,initial_cost,final_cost,time,lloyd_time,num effective lloyd iters,seed,cost_history,iter_times,workers,l_over_k
500,500,5,5,32,626338.918573677,576192.646958787,64.4443254470825,36.7763946056366,8,51,"[626338.9185736766, 589709.9377982932, 583786.6985392023, 580911.8116188642, 579243.0675727391, 577919.9353351615, 576982.0340566373, 576518.4128291664]","[20.04810094833374, 1.9976997375488281, 1.9670426845550537, 2.544692277908325, 2.5546932220458984, 2.514589548110962, 2.5361950397491455, 2.5367276668548584]",5,1
500,500,5,5,64,620513.438019907,567564.466082829,59.8727924823761,32.3744013309479,9,42,"[620513.438019907, 584681.1424958461, 578041.6674423454, 574254.2654140689, 571984.0098524567, 570345.0433562084, 569272.8712180246, 568486.1601077936, 567944.5091898163]","[19.752378463745117, 1.6644084453582764, 1.5093708038330078, 1.5081262588500977, 1.5350122451782227, 1.5144600868225098, 1.7072274684906006, 1.592010736465454, 1.5278568267822266]",5,1
500,500,5,5,64,613867.169027938,563805.030999391,67.26251912117,39.8064091205597,10,43,"[613867.1690279379, 579320.59450667, 573332.8096304891, 570137.0378906681, 568107.1982535995, 566653.9508860224, 565770.267086434, 565052.5080987719, 564553.3132707755, 564090.880175933]","[25.499553680419922, 1.555161952972412, 1.492774486541748, 1.5034515857696533, 1.5002639293670654, 1.5399329662322998, 1.8454067707061768, 1.5424458980560303, 1.5759990215301514, 1.6724488735198975]",5,1
500,500,5,5,64,619204.911988575,567310.379483448,80.6268713474274,48.0967161655426,10,44,"[619204.9119885755, 584202.726184887, 577925.7815661753, 574859.9467694269, 572754.9827366614, 571100.0750556582, 569938.390845614, 569047.1389220852, 568346.689545268, 567781.6480914103]","[33.28748822212219, 2.025289297103882, 1.519486904144287, 1.504944086074829, 1.7288529872894287, 1.7048611640930176, 1.7142114639282227, 1.487884283065796, 1.4847729206085205, 1.484449863433838]",5,1
500,500,5,5,64,629750.363518406,572672.23278385,74.9111700057983,47.3305907249451,13,45,"[629750.3635184051, 593580.9530059998, 586860.7659633083, 583541.3017411486, 581158.9943345302, 579447.8745070657, 578164.5106228477, 577094.4962191179, 576157.3137796173, 575192.3268309265, 574219.3101981555, 573547.377347686, 573099.7385698112]","[29.25154447555542, 1.4717128276824951, 1.4652762413024902, 1.532076120376587, 1.4394440650939941, 1.453981637954712, 1.653501033782959, 1.5211341381072998, 1.6939177513122559, 1.4726581573486328, 1.399092435836792, 1.4184997081756592, 1.442040205001831]",5,1
500,500,5,5,64,627244.219472454,573023.649209049,63.0644385814667,36.2049551010132,8,46,"[627244.2194724539, 591126.373174043, 583276.7872317984, 579567.2025479035, 577204.0879663767, 575507.1060898155, 574464.0732742707, 573661.9476947028]","[25.393306732177734, 1.5058033466339111, 1.4749624729156494, 1.4614779949188232, 1.518082857131958, 1.4888966083526611, 1.6360633373260498, 1.6656334400177002]",5,1
500,500,5,5,64,624490.969247128,571193.328023973,64.3956875801086,37.526905298233,8,47,"[624490.9692471283, 586673.1173492988, 579958.1013462716, 576980.2969707438, 575012.3169239532, 573360.8053245113, 572295.1022490871, 571690.2387192113]","[27.0190851688385, 1.5060219764709473, 1.4937143325805664, 1.507568359375, 1.5018773078918457, 1.5001280307769775, 1.465928554534912, 1.455277442932129]",5,1
500,500,5,5,64,633588.513983851,570417.024660219,66.7480945587158,38.9515089988709,12,48,"[633588.5139838513, 591053.6985486019, 582851.8419697705, 579248.5134848563, 577075.4774663565, 575460.8592518296, 574441.4535054417, 573693.8633004312, 573024.0264181193, 572294.7211309611, 571406.9052131205, 570792.3305035331]","[21.858055353164673, 1.5220775604248047, 1.5357263088226318, 1.5283336639404297, 1.5341250896453857, 1.7167725563049316, 1.532463788986206, 1.5359935760498047, 1.5289654731750488, 1.5205016136169434, 1.5179662704467773, 1.5017144680023193]",5,1
500,500,5,5,64,622756.824169292,567821.439976982,46.7253425121307,19.8140757083893,10,49,"[622756.824169292, 586659.7856356375, 580408.8194746757, 577158.7941585856, 574714.174608985, 572576.6205733182, 570953.0773236973, 569844.1652435585, 569025.9234421466, 568373.8518730662]","[5.48506760597229, 1.5488054752349854, 1.8105905055999756, 1.5583176612854004, 1.573195219039917, 1.5533678531646729, 1.561687707901001, 1.5398240089416504, 1.525611400604248, 1.543717622756958]",5,1
500,500,5,5,64,629486.359957903,575351.145126662,67.3525257110596,39.2732141017914,10,50,"[629486.3599579027, 591968.8564724004, 585563.9293591576, 582090.7323746056, 580268.7661012659, 579030.7885914816, 578082.0687325869, 577385.4006300261, 576607.2258750935, 575811.7611561809]","[25.60970115661621, 1.4843263626098633, 1.5108633041381836, 1.5035557746887207, 1.491748332977295, 1.4733755588531494, 1.4882326126098633, 1.5191709995269775, 1.5267245769500732, 1.5301406383514404]",5,1
500,500,5,5,64,627315.202538285,576114.025749081,61.9074249267578,34.4506385326386,7,51,"[627315.2025382847, 590801.2164712464, 584527.9099756326, 581458.1636896767, 579251.0998400836, 577814.1554148281, 576856.9626463662]","[25.059691667556763, 1.5660159587860107, 1.5577256679534912, 1.53564453125, 1.5377724170684814, 1.6119716167449951, 1.5055110454559326]",5,1
500,500,5,5,128,623817.946591634,568690.264385635,87.3844058513641,40.2888939380646,10,42,"[623817.9465916342, 585209.333670624, 578578.8631625838, 575251.5322671114, 573427.1212502272, 572082.6516369305, 571141.0658259006, 570353.5741262662, 569639.6183586123, 569078.8318571117]","[26.414170503616333, 1.4932811260223389, 1.7431082725524902, 1.5310359001159668, 1.5133471488952637, 1.4656023979187012, 1.463979721069336, 1.5491783618927002, 1.4775545597076416, 1.4776701927185059]",5,1
500,500,5,5,128,625535.717742678,575754.627400184,81.0905840396881,48.5908262729645,10,43,"[625535.7177426781, 591690.6745806058, 585682.8545294078, 582539.63060894, 580479.0993290016, 579156.9505469564, 578276.9510503884, 577463.8273475118, 576726.8405700071, 576160.8434314902]","[34.68173146247864, 1.3989758491516113, 1.5121231079101562, 1.5024969577789307, 1.5715184211730957, 1.4995431900024414, 1.8614559173583984, 1.5550358295440674, 1.4823851585388184, 1.4004626274108887]",5,1
500,500,5,5,128,625989.925112248,574450.849003528,90.7331917285919,55.7851378917694,11,44,"[625989.925112248, 590887.4502637779, 585263.5854722816, 582181.4761146873, 580024.987705522, 578494.5823992307, 577293.4321773709, 576441.9557457017, 575761.5752286322, 575120.6791200187, 574744.682806018]","[39.89971971511841, 1.5912668704986572, 1.6594717502593994, 1.5307166576385498, 1.5131278038024902, 1.4829039573669434, 1.52423095703125, 1.5684318542480469, 1.6467678546905518, 1.7488934993743896, 1.53175687789917]",5,1
500,500,5,5,128,626034.723872047,571468.188268195,77.7921726703644,47.4137353897095,8,45,"[626034.7238720474, 587641.2536152498, 579569.1512690991, 576157.1738850911, 574435.05871073, 573220.2341290229, 572402.711847923, 571859.4394370563]","[35.88379240036011, 1.5164332389831543, 1.8044335842132568, 1.5238454341888428, 1.5905430316925049, 1.6928143501281738, 1.6153929233551025, 1.6170921325683594]",5,1
500,500,5,5,128,626446.333982084,573448.832070317,75.7482500076294,43.8325049877167,8,46,"[626446.3339820844, 588726.335491091, 582615.214433148, 579542.131758733, 577413.1593479606, 575905.7666888967, 574681.9214780248, 573885.0333889984]","[32.70914959907532, 1.6347193717956543, 1.5556838512420654, 1.4610505104064941, 1.5458574295043945, 1.667435884475708, 1.487429141998291, 1.6829135417938232]",5,1
500,500,5,5,128,627237.054265885,577430.283561911,74.2366123199463,42.3488643169403,9,47,"[627237.0542658854, 593918.926833255, 587910.015313461, 584617.1669424577, 582603.5945997507, 580949.7930420429, 579369.4828231112, 578448.8501076468, 577878.4082381291]","[29.34386444091797, 1.7743382453918457, 1.5916519165039062, 1.5052812099456787, 1.48089599609375, 1.6135153770446777, 1.7484869956970215, 1.548363208770752, 1.614867925643921]",5,1
500,500,5,5,128,629749.760799995,573389.194055986,81.2527842521668,51.8165140151978,15,48,"[629749.7607999946, 593348.6283897146, 586486.7090418084, 582753.4274516733, 580690.863087147, 579445.3408265009, 578587.1811571269, 577732.0622039567, 576923.7661159518, 576300.4026256688, 575795.5874376965, 575296.1961762462, 574604.5013572212, 574033.8322765712, 573721.8816222264]","[29.035824060440063, 1.7707443237304688, 1.7277562618255615, 1.899827480316162, 1.8268153667449951, 1.6674079895019531, 1.533536434173584, 1.4941627979278564, 1.558875560760498, 1.5269136428833008, 1.602707862854004, 1.5765917301177979, 1.4740793704986572, 1.47597336769104, 1.4944770336151123]",5,1
500,500,5,5,128,628002.455165062,569412.642446377,105.661095619202,61.8766217231751,15,49,"[628002.4551650623, 589628.6307539244, 582877.7861433773, 579562.3131569194, 577429.753211518, 575929.6895705373, 574831.2911307754, 574019.3464403579, 573282.0652825999, 572630.7794853272, 572002.3714926254, 571363.8275728852, 570800.5645119979, 570252.0927485502, 569807.3553807127]","[37.255332231521606, 1.7374820709228516, 1.7461402416229248, 1.6927049160003662, 1.627941370010376, 1.6955180168151855, 1.7854158878326416, 1.563506841659546, 1.88126802444458, 1.7381870746612549, 1.7633109092712402, 2.0920047760009766, 1.7669379711151123, 1.611633539199829, 1.7415666580200195]",5,1
500,500,5,5,128,626116.087689959,571644.993533106,62.8814446926117,33.4160306453705,9,50,"[626116.0876899586, 590611.9793022881, 582296.4438940337, 578358.7436888185, 575963.4001194474, 574182.0260405364, 573130.5330257354, 572494.2404336445, 572029.7718913032]","[20.922658920288086, 1.5053799152374268, 1.4654884338378906, 1.6623671054840088, 1.451131820678711, 1.5773234367370605, 1.5278425216674805, 1.739257574081421, 1.4525203704833984]",5,1
500,500,5,5,128,625765.952076656,569443.367113357,87.2738511562347,48.7464306354523,11,51,"[625765.9520766555, 586500.5629700329, 579356.1835519661, 576300.0840287888, 574290.3450551849, 572964.9920661602, 572054.0689370912, 571320.3657890888, 570746.0273241291, 570299.0865512326, 569866.4839799049]","[32.691333293914795, 1.5569899082183838, 1.6273322105407715, 1.5668678283691406, 1.6018342971801758, 1.478567123413086, 1.5204472541809082, 1.5614149570465088, 1.5831737518310547, 1.708559513092041, 1.536325454711914]",5,1
500,500,5,5,256,620846.992192305,572010.406880833,85.402548789978,41.8654661178589,9,42,"[620846.9921923049, 588916.2920267648, 582427.6731542808, 579120.0904477272, 576740.5416527938, 575196.3927549345, 574016.5040682345, 573125.7786574927, 572466.3817734536]","[24.1917667388916, 2.156569004058838, 2.01078462600708, 2.302488327026367, 2.0864901542663574, 2.107036828994751, 2.4658961296081543, 2.1514196395874023, 2.238983631134033]",5,1
500,500,5,5,256,617619.809001033,573095.212194628,77.5289142131805,37.7805171012878,9,43,"[617619.8090010334, 586047.0758044929, 581059.0891301447, 578682.7125728311, 576970.6509936686, 575746.8789233189, 574896.7935753418, 574209.602632903, 573599.7463509579]","[21.767704248428345, 1.9392974376678467, 1.8983500003814697, 2.1645944118499756, 1.9425981044769287, 1.9096922874450684, 2.0773394107818604, 2.102179527282715, 1.8632071018218994]",5,1
500,500,5,5,256,623453.066125852,567847.664002508,76.596574306488,44.1175217628479,9,44,"[623453.0661258516, 587417.2199690081, 579064.6536431446, 575256.2010763548, 572848.4169223639, 571278.5864940465, 570114.5499570868, 569019.918600486, 568354.689573162]","[28.07186722755432, 1.844714879989624, 1.8477344512939453, 2.2322158813476562, 1.8696584701538086, 2.0274078845977783, 1.9185850620269775, 2.291846513748169, 1.893282413482666]",5,1
500,500,5,5,256,627367.487889084,576651.18142854,88.1681780815125,44.7289526462555,9,45,"[627367.4878890844, 594488.6490130981, 587743.1919900887, 584215.1175485506, 581746.8135553711, 580034.6442119335, 578906.2545618505, 578052.8571896163, 577326.4808144984]","[27.183287620544434, 2.035989284515381, 1.9918742179870605, 2.03886342048645, 2.3839640617370605, 1.9859354496002197, 2.080512762069702, 2.4222402572631836, 2.268202781677246]",5,1
500,500,5,5,256,626554.949649004,574156.207945446,87.8507466316223,44.6867663860321,11,46,"[626554.9496490036, 592078.4291865833, 584388.208053681, 581546.8043950961, 579546.9123164656, 577931.1553987004, 576702.5029889714, 575979.9769092676, 575391.4567249385, 574907.9705240863, 574503.6330096609]","[23.582419633865356, 2.207514524459839, 2.125913381576538, 1.940380573272705, 2.222377061843872, 1.9129281044006348, 2.448124647140503, 2.0084054470062256, 2.3204314708709717, 1.8597972393035889, 1.9828896522521973]",5,1
500,500,5,5,256,628877.087300359,574267.706538049,87.6249713897705,53.4765176773071,14,47,"[628877.0873003579, 592297.663387829, 586250.1410474172, 583285.897901762, 581490.0575675478, 580223.1356881686, 579009.2966198283, 578109.4655687547, 577145.8784263191, 576294.9903670822, 575663.0971198026, 575144.3638369966, 574777.8935810039, 574492.9052980418]","[28.1875741481781, 1.6903727054595947, 1.7138087749481201, 2.4167320728302, 1.7240395545959473, 1.728651523590088, 1.9097871780395508, 1.9078476428985596, 1.8452532291412354, 1.9818236827850342, 2.3265576362609863, 1.841606616973877, 2.0701892375946045, 1.959421157836914]",5,1
500,500,5,5,256,631683.997302169,573803.181036127,96.4278373718262,49.4293959140778,14,48,"[631683.9973021694, 593693.7179119237, 585953.573859821, 582506.2494815327, 580607.5624927501, 579209.4409319469, 578284.1001276406, 577560.1148251506, 576936.8100288304, 576276.2131373647, 575727.4570453959, 575165.9830579784, 574526.1359452241, 574004.1842176126]","[22.57868528366089, 2.041386127471924, 2.124187707901001, 2.080604314804077, 1.9470484256744385, 1.922827959060669, 1.9298622608184814, 2.013091564178467, 2.131836175918579, 2.335535764694214, 1.9804658889770508, 1.9026720523834229, 2.367298126220703, 1.9425897598266602]",5,1
500,500,5,5,256,617496.370468667,569535.323168205,97.3841059207916,47.3498413562775,10,49,"[617496.3704686668, 583541.2373642832, 578512.2416261539, 575934.9673554446, 574324.0514503523, 573199.1813229228, 572298.7428943833, 571287.2619627545, 570428.6701868869, 569877.9961660762]","[28.324224710464478, 2.1616265773773193, 2.0277810096740723, 2.0046865940093994, 2.7080628871917725, 1.922316074371338, 1.7957017421722412, 1.9058959484100342, 2.4854373931884766, 1.9002327919006348]",5,1
500,500,5,5,256,630551.692590158,573062.542879672,85.9722263813019,51.0671796798706,15,50,"[630551.6925901575, 593055.0699685607, 585632.6769054079, 582121.015082351, 580010.3221521511, 578548.8405478882, 577433.3900657054, 576630.0036184759, 575957.3126904003, 575340.8292227464, 574886.5114975495, 574441.2612535342, 574016.2322091953, 573597.9845245014, 573296.9855928487]","[22.309502363204956, 1.855299711227417, 2.0041239261627197, 2.0274133682250977, 2.4332756996154785, 2.080859422683716, 1.9693427085876465, 2.1353375911712646, 2.1617350578308105, 2.1676816940307617, 1.90028977394104, 2.2495384216308594, 1.892212152481079, 1.85209321975708, 1.8902781009674072]",5,1
500,500,5,5,256,629667.407142366,575421.566255493,102.409421682358,61.3708281517029,12,51,"[629667.4071423657, 594055.5708364247, 587851.8379174349, 584595.8482454834, 582105.1378132607, 580545.0313662648, 579328.1475266552, 578361.3107362436, 577484.1771478622, 576698.7795810575, 576140.4775486116, 575706.2279018986]","[37.27941656112671, 1.8415825366973877, 2.3027799129486084, 2.043303966522217, 2.1345133781433105, 2.379673480987549, 2.6291258335113525, 2.010308265686035, 2.034635066986084, 2.1713104248046875, 2.4381508827209473, 1.9500648975372314]",5,1
500,500,5,5,32,624292.160010216,566324.993331974,70.4887993335724,41.9125986099243,14,42,"[624292.1600102163, 588323.2235401432, 581485.6694637804, 576880.1105691151, 573701.9063490767, 571461.0590522496, 569774.8233851942, 568763.9675580311, 568065.2784524326, 567612.2524542401, 567212.6818243633, 566922.6689869125, 566636.0288174927, 566440.9464528288]","[17.3320529460907, 1.7790637016296387, 1.966399908065796, 1.824580192565918, 1.9385781288146973, 1.7815167903900146, 1.9644503593444824, 1.7842144966125488, 1.806520938873291, 1.821941614151001, 1.7835326194763184, 1.9916415214538574, 1.9877891540527344, 1.9538109302520752]",6,1
500,500,5,5,32,617314.508712292,566449.053316603,68.8194081783295,44.3158693313599,15,43,"[617314.5087122911, 583898.5245157644, 577692.3067464978, 574538.1318097246, 572520.6144582044, 571243.3996778224, 570347.0355720669, 569372.5987501085, 568653.570522652, 568173.9795318407, 567782.3863186778, 567428.4610629152, 567162.1859535428, 566870.214734497, 566601.9910790306]","[17.295151233673096, 1.9433350563049316, 1.8087456226348877, 1.960263967514038, 1.979076862335205, 1.7715635299682617, 2.0048182010650635, 1.9652328491210938, 1.95133638381958, 2.1715922355651855, 1.782837152481079, 1.9938745498657227, 1.968120813369751, 1.8174898624420166, 1.7924818992614746]",6,1
500,500,5,5,32,625713.581079572,573999.969603769,62.8621575832367,37.2549839019775,11,44,"[625713.5810795724, 592410.4783738193, 585479.0140199808, 582573.1969773159, 580440.4264589061, 579095.5115192896, 577961.9467919265, 576666.4932130078, 575593.9249104888, 574940.6549843427, 574406.4186743327]","[17.49887728691101, 1.8140311241149902, 1.9885027408599854, 1.9649059772491455, 1.8028075695037842, 2.040687084197998, 2.050600528717041, 2.1237339973449707, 1.9596407413482666, 1.9922637939453125, 1.9297192096710205]",6,1
500,500,5,5,32,627010.118846132,567599.056136757,63.0568282604218,36.8727922439575,11,45,"[627010.1188461316, 588882.9661047421, 581157.0493645353, 577395.0381042056, 574926.1479074309, 573026.6747713026, 571270.7176001791, 570322.9392348987, 569434.3760658815, 568602.6817463026, 568024.1319204645]","[17.480228900909424, 1.818084955215454, 1.9986517429351807, 1.9857933521270752, 1.9593472480773926, 1.935025691986084, 1.8769440650939941, 1.9133126735687256, 1.9366209506988525, 1.9211115837097168, 1.9569692611694336]",6,1
500,500,5,5,32,630191.845247872,572256.052001031,49.0480868816376,22.5244677066803,12,46,"[630191.8452478722, 594635.362719297, 587591.2762037612, 583697.9134438994, 581331.0219914608, 579590.8096887096, 578181.861606276, 577078.1747572441, 576015.2747994354, 574744.0281982241, 573538.1025789604, 572774.0236458628]","[1.923987627029419, 1.7626755237579346, 1.8849737644195557, 1.717118501663208, 1.8811171054840088, 1.9012072086334229, 1.910062313079834, 1.8978326320648193, 1.760185956954956, 1.9140987396240234, 1.9301836490631104, 1.910874605178833]",6,1
500,500,5,5,32,620846.043384659,569263.735372747,41.3049626350403,16.5025072097778,9,47,"[620846.0433846591, 586414.5193370858, 579971.3818738775, 576447.8340550412, 574354.5890713187, 572714.6984318021, 571248.0651275059, 570372.0038546164, 569761.5635473172]","[1.712717056274414, 1.9271166324615479, 1.7658822536468506, 1.898625135421753, 1.7713730335235596, 1.8863859176635742, 1.8939008712768555, 1.747642993927002, 1.7396206855773926]",6,1
500,500,5,5,32,622965.197136537,564910.082899503,68.244323015213,42.897673368454,14,48,"[622965.1971365366, 585341.1161373515, 577827.26449044, 574138.0493113803, 571855.6562832834, 570344.1932563239, 569206.4476110741, 568369.8288176138, 567692.0067094835, 567098.603320603, 566612.8742107457, 566099.769881441, 565486.0667230927, 565135.2767140691]","[20.36188793182373, 1.7593014240264893, 1.7200431823730469, 1.710775375366211, 1.7407214641571045, 1.7366158962249756, 1.7234232425689697, 1.7257044315338135, 1.7124102115631104, 1.6980173587799072, 1.7511634826660156, 1.7177209854125977, 1.711364507675171, 1.7311131954193115]",6,1
500,500,5,5,32,620512.977108623,570024.70985473,70.6745011806488,45.4131691455841,16,49,"[620512.977108623, 587934.0157380337, 581250.5557221276, 578461.071660394, 576863.1518688251, 575566.5036213545, 574358.6714999678, 573314.1552248106, 572491.9761136615, 571931.3782169317, 571553.2309401302, 571195.7837009233, 570845.2634335539, 570520.1145212362, 570301.1589274247, 570141.0734104671]","[18.425907373428345, 1.9042284488677979, 2.0136241912841797, 1.9132096767425537, 1.901365041732788, 1.8765835762023926, 1.7621712684631348, 1.729952096939087, 1.7029612064361572, 1.732043981552124, 1.7090635299682617, 1.708569049835205, 1.7094831466674805, 1.7317571640014648, 1.7466237545013428, 1.7692217826843262]",6,1
500,500,5,5,32,631153.423589131,574184.834194284,59.8185818195343,34.6571404933929,9,50,"[631153.4235891313, 592100.100484969, 584452.9479192037, 580582.0489400555, 578213.9310457258, 576646.0379589811, 575745.4792252232, 575128.5824309606, 574618.7052774376]","[20.59401297569275, 1.7337837219238281, 1.7203125953674316, 1.7055516242980957, 1.7403290271759033, 1.8608453273773193, 1.7296478748321533, 1.7281005382537842, 1.7594935894012451]",6,1
500,500,5,5,32,623980.201388819,573062.932241282,61.1103162765503,33.2593894004822,10,51,"[623980.2013888188, 589346.8142387233, 582955.7592285422, 579524.7055632028, 577523.5134693335, 576071.6701519396, 575108.8613233621, 574333.8256630494, 573862.5185141964, 573450.4012362945]","[17.060148000717163, 1.8588547706604004, 1.7329349517822266, 1.7328205108642578, 1.8652818202972412, 1.855393886566162, 1.7267229557037354, 1.8650405406951904, 1.706594467163086, 1.7463576793670654]",6,1
500,500,5,5,64,629325.910422851,577320.447485843,62.1640841960907,35.0994901657105,10,42,"[629325.9104228512, 594651.6057278652, 588338.1925616378, 585288.7261814566, 583303.1160732559, 581594.5273998869, 580373.6967174147, 579354.6387904546, 578535.729623212, 577894.797104815]","[22.40760374069214, 1.5684528350830078, 1.5362231731414795, 1.3824639320373535, 1.3564260005950928, 1.3229954242706299, 1.3717029094696045, 1.3466598987579346, 1.3556020259857178, 1.3547711372375488]",6,1
500,500,5,5,64,624443.868034187,566501.373312714,62.3039629459381,36.504647731781,13,43,"[624443.8680341871, 588037.8000327768, 580759.8039603389, 576637.4902744305, 574047.2406510285, 572349.9519974584, 571184.6798333699, 570218.5609253817, 569455.8756317762, 568800.2998535142, 568154.4722682028, 567408.0352093165, 566893.3612139821]","[20.159980297088623, 1.3052456378936768, 1.3051402568817139, 1.376983642578125, 1.3563437461853027, 1.3799304962158203, 1.341322422027588, 1.4045939445495605, 1.318603515625, 1.3407182693481445, 1.3148484230041504, 1.3493947982788086, 1.3976192474365234]",6,1
500,500,5,5,64,624333.54876461,572204.869858415,60.3993155956268,33.6629388332367,12,44,"[624333.5487646095, 587295.8670671058, 581306.5254886098, 578515.3322825035, 576632.1047243214, 575343.445734875, 574430.2880465428, 573828.1114206741, 573377.3024848434, 573033.4280826087, 572730.1105474572, 572407.4560740201]","[17.74666428565979, 1.2898433208465576, 1.3478610515594482, 1.548111915588379, 1.343726634979248, 1.3331124782562256, 1.3122553825378418, 1.3540923595428467, 1.7695562839508057, 1.5993847846984863, 1.4579896926879883, 1.4234919548034668]",6,1
500,500,5,5,64,629893.400358697,573986.734267107,55.7584717273712,31.3863890171051,10,45,"[629893.4003586975, 591428.812355674, 584700.2916688, 581135.8886141022, 578841.9497840027, 577265.337896462, 576206.3832037157, 575499.0918051482, 574834.8917208153, 574304.8519693326]","[17.648362636566162, 1.558530330657959, 1.5579242706298828, 1.5499632358551025, 1.60933256149292, 1.5801353454589844, 1.6066741943359375, 1.4082965850830078, 1.408531665802002, 1.3711824417114258]",6,1
500,500,5,5,64,626695.518976203,566895.753683235,54.4443717002869,30.1216022968292,10,46,"[626695.5189762032, 587367.1824328293, 578723.8152130267, 574348.5134869331, 571969.0764168034, 570411.3654105152, 569259.0369053403, 568187.1672137554, 567552.1780622114, 567192.1356429392]","[16.618701934814453, 1.3148939609527588, 1.9370977878570557, 1.3454573154449463, 1.4895470142364502, 1.4256999492645264, 1.3810181617736816, 1.5900251865386963, 1.4597926139831543, 1.5014417171478271]",6,1
500,500,5,5,64,621028.216640726,568949.980313484,77.8818225860596,52.007493019104,25,47,"[621028.2166407256, 587731.8026341154, 581471.352643791, 578590.4444538382, 576941.7931837391, 575872.4046346691, 575146.8240353209, 573823.3045190233, 573301.6435986658, 572936.6206599681, 572538.6416205706, 572095.4538706361, 571655.8031785752, 571216.6063704343, 570769.7436706186, 570383.6117421741, 570089.9673440331, 569816.2805620487, 569624.1390940017, 569453.4387776364, 569313.6358576799, 569217.1347372625, 569113.1063738102, 569029.3643164318, 568977.4955151045]","[18.18334984779358, 1.3374707698822021, 1.3976943492889404, 1.299009084701538, 1.3308899402618408, 1.3359794616699219, 1.3301887512207031, 1.3409223556518555, 1.4100117683410645, 1.6045820713043213, 1.4240078926086426, 1.3698532581329346, 1.439406394958496, 1.3719627857208252, 1.558671474456787, 1.3943817615509033, 1.344599962234497, 1.350447654724121, 1.4584150314331055, 1.354271650314331, 1.340264081954956, 1.4559650421142578, 1.435082197189331, 1.381465196609497, 1.524688720703125]",6,1
500,500,5,5,64,635202.263739955,576303.165159584,62.7260842323303,36.4519605636597,12,48,"[635202.2637399549, 596420.6175537511, 589381.5782197238, 585268.3084464077, 582356.6556285039, 580594.9390290839, 579618.6866544994, 578936.8638315084, 578272.7064933182, 577573.9123944386, 577140.1290467549, 576714.5409566037]","[23.02127718925476, 1.1240887641906738, 1.1182844638824463, 1.1520040035247803, 1.1285996437072754, 1.1949880123138428, 1.18416166305542, 1.161116600036621, 1.3864407539367676, 1.305006742477417, 1.2678492069244385, 1.3005626201629639]",6,1
500,500,5,5,64,620530.346117589,566172.956260858,56.9537630081177,32.2976548671722,12,49,"[620530.3461175889, 584237.4497592753, 577243.4003027958, 574246.9485904077, 572461.6453629654, 570901.1717516199, 569714.8428820112, 568931.3186076062, 568284.5828138803, 567645.5385323523, 566991.3935015441, 566516.3800675612]","[16.977359294891357, 1.4474072456359863, 1.413147211074829, 1.4016923904418945, 1.4084904193878174, 1.358637809753418, 1.4339821338653564, 1.2888531684875488, 1.272948980331421, 1.476409912109375, 1.277514934539795, 1.3859100341796875]",6,1
500,500,5,5,64,627192.470145924,571881.347509343,58.5188145637512,34.4862124919891,11,50,"[627192.470145924, 591645.4790713602, 584401.8441534804, 580094.6654853222, 577803.2124384801, 576200.2617749071, 574939.4780608898, 573943.3887580907, 573243.8821731259, 572627.5783171029, 572206.7368223064]","[20.943858861923218, 1.3007323741912842, 1.3385579586029053, 1.3275597095489502, 1.416503667831421, 1.3012089729309082, 1.3378572463989258, 1.256335973739624, 1.3333468437194824, 1.3267450332641602, 1.5132653713226318]",6,1
500,500,5,5,64,624986.778665628,570600.353153582,56.6677024364471,28.3155920505524,8,51,"[624986.7786656276, 586348.1589297578, 579466.7176427677, 575954.142435374, 574004.7572211056, 572653.2451737006, 571677.9717517823, 571052.8132953458]","[17.83609175682068, 1.579087495803833, 1.4386427402496338, 1.794135570526123, 1.4657304286956787, 1.4350636005401611, 1.3920331001281738, 1.3153817653656006]",6,1
500,500,5,5,128,628255.255255984,571051.638013121,65.9618983268738,34.297060251236,11,42,"[628255.2552559839, 590920.40896681, 584029.69073438, 580194.8753840731, 577718.0359682213, 575902.9501681591, 574564.2094156202, 573602.6387765164, 572578.8305037053, 571886.2797563212, 571426.545091318]","[21.30025887489319, 1.259977102279663, 1.259432315826416, 1.2500793933868408, 1.3069372177124023, 1.218770980834961, 1.3485467433929443, 1.2552783489227295, 1.230872631072998, 1.2309153079986572, 1.3345551490783691]",6,1
500,500,5,5,128,622871.857236019,568709.565541653,67.4725472927094,40.8380253314972,9,43,"[622871.857236019, 586997.8371882265, 580138.3116355743, 576184.6627820054, 573539.4824933219, 571994.7696611041, 570764.3356072721, 569846.5182550814, 569155.0743586231]","[29.658209800720215, 1.3261823654174805, 1.3452165126800537, 1.3115050792694092, 1.3556220531463623, 1.621260643005371, 1.3588318824768066, 1.378368616104126, 1.3598394393920898]",6,1
500,500,5,5,128,624987.257509846,572473.884323006,55.7256300449371,31.6474871635437,9,44,"[624987.257509846, 590296.9794901701, 583659.1058815366, 579676.8012512797, 577317.4462791703, 575644.2121101083, 574520.6207009926, 573638.0735894435, 572919.4678835466]","[21.052229404449463, 1.2769224643707275, 1.4413206577301025, 1.3262107372283936, 1.275627851486206, 1.2398772239685059, 1.2707765102386475, 1.3424949645996094, 1.292874813079834]",6,1
