artifact,method,k,l,r,l_over_k,partitions,sampling,run,seed,r_effective,cost_seed,cost_final,n_lloyd_iters,time_seed,time_fit,failed,time_total
l_sweep,kmeans||,1000,20000,5,20.0,64,bernoulli,5,47,5.0,29586.768142097284,29585.561511260712,1.0,36.684414863586426,2.2513697147369385,False,38.93578457832336
l_sweep,kmeans||,1000,20000,5,20.0,64,bernoulli,6,48,5.0,29446.68527619663,29445.35367972046,1.0,36.10633015632629,2.657787799835205,False,38.7641179561615
l_sweep,kmeans||,1000,20000,5,20.0,64,bernoulli,7,49,5.0,29481.70691475697,29480.70103769368,1.0,33.807748317718506,2.586045742034912,False,36.39379405975342
l_sweep,kmeans||,1000,20000,5,20.0,64,bernoulli,8,50,5.0,29393.286574052017,29392.05776109018,1.0,35.70005536079407,2.875399351119995,False,38.57545471191406
l_sweep,kmeans||,1000,20000,5,20.0,64,bernoulli,9,51,5.0,29316.87460894113,29315.939716361,1.0,33.24717688560486,0.8977220058441162,False,34.144898891448975
l_sweep,kmeans||,1000,20000,5,20.0,64,bernoulli,10,52,5.0,29384.56379261915,29383.508397841677,1.0,33.169126987457275,2.647500276565552,False,35.81662726402283
l_sweep,kmeans||,1000,100000,5,100.0,64,bernoulli,0,42,5.0,29375.989246871108,29375.96484078028,1.0,71.23562121391296,2.4629099369049072,False,73.69853115081787
l_sweep,kmeans||,1000,100000,5,100.0,64,bernoulli,1,43,5.0,29489.17304570215,29489.09296699307,1.0,70.96883988380432,2.6142418384552,False,73.58308172225952
l_sweep,kmeans||,1000,100000,5,100.0,64,bernoulli,2,44,5.0,29290.87110787964,29290.791329092648,1.0,70.72959804534912,2.4010040760040283,False,73.13060212135315
l_sweep,kmeans||,1000,100000,5,100.0,64,bernoulli,3,45,5.0,29360.22448770405,29360.14846250626,1.0,70.18447232246399,2.45668625831604,False,72.64115858078003
l_sweep,kmeans||,1000,100000,5,100.0,64,bernoulli,4,46,5.0,29440.477249338302,29440.422674126647,1.0,65.34270310401917,2.54254412651062,False,67.88524723052979
l_sweep,kmeans||,1000,100000,5,100.0,64,bernoulli,5,47,5.0,29554.38765252546,29554.365161907677,1.0,66.44626879692078,2.458415508270264,False,68.90468430519104
l_sweep,kmeans||,1000,100000,5,100.0,64,bernoulli,6,48,5.0,29171.45822434116,29171.34442432241,1.0,76.82582497596741,2.48698353767395,False,79.31280851364136
l_sweep,kmeans||,1000,100000,5,100.0,64,bernoulli,7,49,5.0,29357.21348019927,29356.87708089979,1.0,65.91897225379944,2.465052366256714,False,68.38402462005615
l_sweep,kmeans||,1000,100000,5,100.0,64,bernoulli,8,50,5.0,29456.915132658043,29456.689768155244,1.0,59.27018022537232,2.319932222366333,False,61.59011244773865
l_sweep,kmeans||,1000,100000,5,100.0,64,bernoulli,9,51,5.0,29454.54041946561,29454.2547582074,1.0,62.22265410423279,2.7167904376983643,False,64.93944454193115
l_sweep,kmeans||,1000,100000,5,100.0,64,bernoulli,10,52,5.0,29463.754347698003,29463.608252350758,1.0,61.20758366584778,2.692281007766724,False,63.8998646736145
