artifact,method,k,l,r,l_over_k,partitions,sampling,run,seed,r_effective,cost_seed,cost_final,n_lloyd_iters,time_seed,time_fit,failed,time_total
l_sweep,kmeans||,1000,2000,5,2.0,64,bernoulli,2,44,5.0,30596.7450996008,29421.763775088868,14.0,7.204435586929321,8.60570216178894,False,15.810137748718262
l_sweep,kmeans||,1000,2000,5,2.0,64,bernoulli,3,45,5.0,30601.4677302706,29347.816636540232,21.0,7.62708854675293,14.056324005126951,False,21.683412551879883
l_sweep,kmeans||,1000,2000,5,2.0,64,bernoulli,4,46,5.0,30736.440624360108,29435.25951327187,18.0,7.564632177352905,11.235674858093262,False,18.800307035446167
l_sweep,kmeans||,1000,2000,5,2.0,64,bernoulli,5,47,5.0,30682.630098935104,29431.260217894007,15.0,7.390888214111328,9.392316102981567,False,16.783204317092896
l_sweep,kmeans||,1000,2000,5,2.0,64,bernoulli,6,48,5.0,30822.320722850985,29444.864103287706,13.0,7.374046325683594,9.441482305526732,False,16.815528631210327
l_sweep,kmeans||,1000,2000,5,2.0,64,bernoulli,7,49,5.0,30576.792052767807,29302.802590838743,12.0,7.1598851680755615,8.204200983047485,False,15.364086151123049
l_sweep,kmeans||,1000,2000,5,2.0,64,bernoulli,8,50,5.0,30631.95644604541,29401.07051393752,16.0,7.784437894821167,10.812400102615356,False,18.596837997436523
l_sweep,kmeans||,1000,2000,5,2.0,64,bernoulli,9,51,5.0,30651.38963444828,29452.9550852179,15.0,6.993373394012451,9.800109148025513,False,16.793482542037964
l_sweep,kmeans||,1000,2000,5,2.0,64,bernoulli,10,52,5.0,30678.241010125937,29419.870770732727,15.0,6.858380556106567,9.854496717453005,False,16.71287727355957
l_sweep,kmeans||,1000,5000,5,5.0,64,bernoulli,0,42,5.0,29529.743944246595,29202.202643195724,11.0,12.386544227600098,7.211853981018066,False,19.598398208618164
l_sweep,kmeans||,1000,5000,5,5.0,64,bernoulli,1,43,5.0,29639.984169118736,29310.98354594065,11.0,12.728331089019775,7.551954507827759,False,20.28028559684753
l_sweep,kmeans||,1000,5000,5,5.0,64,bernoulli,2,44,5.0,29790.93206061112,29568.398001074635,9.0,12.904069423675535,6.640768527984619,False,19.54483795166016
l_sweep,kmeans||,1000,5000,5,5.0,64,bernoulli,3,45,5.0,29748.4898250974,29447.99050129536,12.0,12.729055643081663,8.058923482894897,False,20.78797912597656
l_sweep,kmeans||,1000,5000,5,5.0,64,bernoulli,4,46,5.0,29711.75126725506,29442.422232667715,8.0,12.109261512756348,6.0538763999938965,False,18.163137912750244
l_sweep,kmeans||,1000,5000,5,5.0,64,bernoulli,5,47,5.0,29737.49329295057,29397.06526461742,16.0,12.993956804275513,9.809678077697754,False,22.803634881973267
l_sweep,kmeans||,1000,5000,5,5.0,64,bernoulli,6,48,5.0,29527.974248050752,29222.0445378388,12.0,12.656166791915894,9.164256811141968,False,21.82042360305786
l_sweep,kmeans||,1000,5000,5,5.0,64,bernoulli,7,49,5.0,29596.233034967205,29308.754327417024,10.0,12.860433101654053,6.875499725341797,False,19.73593282699585
l_sweep,kmeans||,1000,5000,5,5.0,64,bernoulli,8,50,5.0,29683.83056271126,29433.93161901248,8.0,12.36952304840088,6.360558986663818,False,18.730082035064697
l_sweep,kmeans||,1000,5000,5,5.0,64,bernoulli,9,51,5.0,29757.478130687152,29409.771206405083,15.0,13.231685638427734,9.929253339767456,False,23.16093897819519
l_sweep,kmeans||,1000,5000,5,5.0,64,bernoulli,10,52,5.0,29760.16135659852,29462.26536430957,9.0,13.018918514251707,6.372873783111572,False,19.39179229736328
l_sweep,kmeans||,1000,10000,5,10.0,64,bernoulli,0,42,5.0,29398.15537936129,29357.737165232516,5.0,20.984166622161865,4.636543035507202,False,25.620709657669067
l_sweep,kmeans||,1000,10000,5,10.0,64,bernoulli,1,43,5.0,29321.942852102467,29291.030498392745,4.0,21.391762018203732,4.198165416717529,False,25.589927434921265
l_sweep,kmeans||,1000,10000,5,10.0,64,bernoulli,2,44,5.0,29492.17245284122,29459.396658585418,3.0,21.46351766586304,3.657101392745972,False,25.12061905860901
l_sweep,kmeans||,1000,10000,5,10.0,64,bernoulli,3,45,5.0,29606.09020425964,29560.549937592383,5.0,19.743803024291992,4.74915623664856,False,24.49295926094055
l_sweep,kmeans||,1000,10000,5,10.0,64,bernoulli,4,46,5.0,29441.354425265337,29398.789708952198,8.0,21.043487310409542,5.8541224002838135,False,26.89760971069336
l_sweep,kmeans||,1000,10000,5,10.0,64,bernoulli,5,47,5.0,29659.38176453973,29581.247026037123,8.0,20.90796422958374,6.365621089935303,False,27.273585319519043
l_sweep,kmeans||,1000,10000,5,10.0,64,bernoulli,6,48,5.0,29436.42740290807,29344.74436829507,9.0,21.653213024139404,6.753386497497559,False,28.406599521636963
l_sweep,kmeans||,1000,10000,5,10.0,64,bernoulli,7,49,5.0,29393.948224039406,29353.6890662066,6.0,21.27896738052368,4.950291872024536,False,26.229259252548218
l_sweep,kmeans||,1000,10000,5,10.0,64,bernoulli,8,50,5.0,29706.93238649492,29672.259761214355,4.0,20.19792366027832,4.390673637390137,False,24.588597297668457
l_sweep,kmeans||,1000,10000,5,10.0,64,bernoulli,9,51,5.0,29523.252233915955,29479.261609129597,5.0,20.692620277404785,4.686562061309815,False,25.3791823387146
l_sweep,kmeans||,1000,10000,5,10.0,64,bernoulli,10,52,5.0,29401.522565099214,29302.501360644757,9.0,21.122174739837646,6.988828897476196,False,28.111003637313843
l_sweep,kmeans||,1000,20000,5,20.0,64,bernoulli,0,42,5.0,29563.811058913325,29562.47677507477,1.0,35.221203327178955,2.52138352394104,False,37.74258685112
l_sweep,kmeans||,1000,20000,5,20.0,64,bernoulli,1,43,5.0,29391.852582369032,29390.651719897854,1.0,36.86817526817322,2.5924527645111084,False,39.460628032684326
l_sweep,kmeans||,1000,20000,5,20.0,64,bernoulli,2,44,5.0,29529.864167254607,29528.854490645328,1.0,34.681735038757324,2.2407007217407227,False,36.92243576049805
l_sweep,kmeans||,1000,20000,5,20.0,64,bernoulli,3,45,5.0,29303.52821486293,29302.58137606645,1.0,33.67211437225342,0.8023209571838379,False,34.474435329437256
l_sweep,kmeans||,1000,20000,5,20.0,64,bernoulli,4,46,5.0,29332.586295813297,29331.739956706904,1.0,38.19579577445984,2.4154722690582275,False,40.61126804351807
